refseq;oligo_id
XM_378236;H300000578
NM_002944;H300000499
NM_152760;H200021041
NM_152725;H200020899
XM_063202;H300005004
NM_177987;H300004957
XM_371684;H300004957
XM_370557;H300004948
XM_290482;H300004948
NM_001005751;H300004948
XM_495809;H300004948
NM_003279;H300004388
NM_018931;H300004336
XM_499454;H300004289
XM_498222;H300004289
NM_001008221;H300004253
NM_001008218;H300004253
NM_001008219;H300004253
NM_004038;H300004253
NM_020978;H300004253
NM_005202;H300003560
NM_173683;H300003544
NM_053280;H300002756
NM_052941;H300002737
XM_166103;H300007314
XM_378886;H300007270
NM_017914;H300007249
NM_138368;H300006519
NM_000499;H300006484
NM_152420;H300006473
NM_080869;H300005757
NM_001005278;H300005088
NM_198498;H300005050
NM_001005211;H300005033
NM_030650;H300010149
NM_016013;H300010101
NM_005952;H300008824
NM_002018;H300008768
NM_033386;H300008711
NM_022073;H300008679
NM_000111;H300008103
NM_000742;H300008023
NM_004926;H300007970
NM_177478;H300007961
NM_018342;H300012469
NM_194358;H300012455
NM_138317;H300011844
NM_173179;H300011797
NM_019606;H300011735
NM_018046;H300011722
NM_021249;H300011071
NM_133635;H300010987
NM_015227;H300010987
NM_133634;H300010987
NM_001072;H300010972
NM_014885;H300010932
XM_497833;H300010233
NM_020390;H300010199
XM_378355;H300010186
NM_015695;H300015725
NM_022767;H300015667
NM_017755;H300014982
NM_000128;H300014919
NM_080588;H300014083
NM_001009932;H300014071
NM_001009933;H300014071
NM_001009934;H300014071
NM_004980;H300013412
NM_172198;H300013412
NM_007043;H300013403
NM_006227;H300013301
NM_144600;H300017403
NM_004104;H300017343
NM_003367;H300017249
NM_005937;H300017241
NM_003949;H300016513
NM_018109;H300015792
NM_015865;H300020167
NM_018349;H300020140
NM_006540;H300020133
XM_375729;H300019708
NM_201598;H300019673
NM_201400;H300019673
NM_018304;H300019666
NM_031244;H300019644
NM_012241;H300019644
NM_020037;H300019638
NM_003786;H300019638
NM_020038;H300019638
NM_000721;H300019234
NM_182908;H300019181
NM_005794;H300019181
NM_024878;H300019173
NM_198513;H300019173
NM_016018;H300019173
NM_032205;H300019173
NM_007189;H300018758
NM_005692;H300018758
NM_017827;H300018729
NM_052956;H300018699
NM_022840;H300018673
NM_005349;H300021194
NM_203283;H300021194
NM_015874;H300021194
NM_203284;H300021194
NM_015056;H300020735
NM_021254;H300020701
NM_017835;H300020701
NM_000530;H300020695
NM_175068;opHsV0400000797
NM_005029;opHsV0400000444
NM_000947;opHsV0400000420
XM_039570;opHsV0400000403
NM_014042;opHsV0400000093
NM_000215;opHsV0400000075
NM_024074;opHsV0400000021
NM_033015;H300022402
NM_006712;H300022402
XM_052561;H300022356
NM_139025;H300022324
NM_139026;H300022324
NM_139027;H300022324
NM_000338;opHsV0400001972
NM_001001412;opHsV0400001901
XM_372919;opHsV0400001602
NM_145179;opHsV0400001596
XM_171536;opHsV0400001572
NM_015698;opHsV0400001525
XM_498446;opHsV0400001178
NM_002824;opHsV0400000850
NM_133372;opHsV0400000826
NM_001008738;opHsV0400000826
NM_001191;opHsV0400003100
NM_138578;opHsV0400003100
NM_175739;opHsV0400003059
NM_178130;opHsV0400002707
XM_291335;opHsV0400002659
NM_012468;opHsV0400002354
NM_014418;opHsV0400002354
NM_001936;opHsV0400002331
NM_130797;opHsV0400002331
NM_182755;opHsV0400002277
NM_006456;opHsV0400004533
NM_012301;opHsV0400004234
NM_147161;opHsV0400004228
NM_015547;opHsV0400004228
NM_019118;opHsV0400004210
XM_371388;opHsV0400004186
NM_032348;opHsV0400003828
NM_198586;opHsV0400003452
NM_001627;opHsV0400006061
NM_001009565;opHsV0400006043
NM_198697;opHsV0400005685
NM_205545;opHsV0400005356
NM_002667;opHsV0400004980
XM_173083;opHsV0400007242
XM_166213;opHsV0400007212
NM_000167;opHsV0400007189
XM_114415;opHsV0400007189
NM_203391;opHsV0400007189
XM_097580;opHsV0400007171
NM_205850;opHsV0400006866
NM_199000;opHsV0400006837
NM_198076;opHsV0400006795
NM_183058;opHsV0400006789
NM_032517;opHsV0400006789
NM_030648;opHsV0400006467
NM_025030;opHsV0400006461
NM_024120;opHsV0400006443
NM_199052;opHsV0400006443
NM_024029;opHsV0400006437
XM_379879;opHsV0400008693
XM_376643;opHsV0400008693
XM_379665;opHsV0400008675
XM_379664;opHsV0400008675
XM_379639;opHsV0400008669
XM_499140;opHsV0400008669
XM_378124;opHsV0400008370
XM_378033;opHsV0400008364
XM_377388;opHsV0400008322
XM_373846;opHsV0400007971
XM_373770;opHsV0400007941
XM_373713;opHsV0400007923
XM_371841;opHsV0400007612
XM_371694;opHsV0400007594
XM_371670;opHsV0400007589
XM_371490;opHsV0400007571
XM_371424;opHsV0400007565
NM_207474;opHsV0400007565
XM_498855;opHsV0400009850
XM_498849;opHsV0400009844
XM_498819;opHsV0400009821
XM_498770;opHsV0400009797
XM_498773;opHsV0400009797
XM_498787;opHsV0400009797
XM_498766;opHsV0400009797
XM_498757;opHsV0400009797
XM_498765;opHsV0400009797
XM_498759;opHsV0400009797
XM_498781;opHsV0400009797
XM_498762;opHsV0400009797
XM_498772;opHsV0400009797
NM_148842;opHsV0400009498
NM_030798;opHsV0400009498
XM_499448;opHsV0400009498
XM_498218;opHsV0400009498
XM_499441;opHsV0400009493
XM_498211;opHsV0400009493
XM_498115;opHsV0400009469
XM_498032;opHsV0400009451
XM_497279;opHsV0400009099
XM_497313;opHsV0400009099
XM_497312;opHsV0400009099
XM_497267;opHsV0400009093
XM_497216;opHsV0400009075
XM_497146;opHsV0400009069
XM_497067;opHsV0400009051
XM_497052;opHsV0400009045
XM_497053;opHsV0400009045
XM_495870;opHsV0400008741
XM_380141;opHsV0400008717
XM_379516;opHsV0400008717
NM_030920;opHsV0400010996
XM_499549;opHsV0400010220
XM_499516;opHsV0400010203
XM_499066;opHsV0400010203
XM_499413;opHsV0400010173
NM_006988;H200001623
NM_014886;H200001609
NM_207035;H200001587
NM_020317;H200001587
NM_024735;H200001544
NM_024522;H200000894
NM_004199;H200000807
NM_018374;H200000798
NM_004109;H200000187
NM_005114;H200004500
NM_015194;H200004464
NM_024631;H200004441
NM_003755;H200003813
NM_020422;H200003743
NM_014806;H200003709
NM_016058;H200003674
XM_372732;H200003103
NM_021824;H200003093
NM_030813;H200002994
NM_139015;H200002978
NM_015912;H200002292
NM_173456;H200006546
NM_173457;H200006546
NM_173454;H200006546
NM_002605;H200006546
NM_173455;H200006546
NM_003878;H200006537
NM_012235;H200006512
NM_000122;H200006469
NM_003177;H200005918
NM_002424;H200005881
NM_005263;H200005842
NM_002280;H200005831
NM_004625;H200005789
NM_021978;H200005235
NM_016497;H200005187
NM_021194;H200005179
NM_030913;H200005132
NM_006205;H200005095
NM_172196;H200010156
NM_006872;H200010156
NM_006628;H200010090
NM_014478;H200009915
NM_021176;H200008725
NM_033282;H200008703
NM_017868;H200008660
NM_005741;H200008600
NM_030945;H200008007
NM_004493;H200007965
NM_005085;H200007929
NM_014332;H200007199
NM_020634;H200007188
NM_003940;H200007153
NM_144627;H200013034
NM_004731;H200012999
NM_053285;H200012354
NM_001176;H200012323
NM_015669;H200012226
NM_017670;H200011576
NM_005689;H200011541
NM_016108;H200011527
NM_173800;H200010864
NM_144622;H200010791
NM_012072;H200010780
NM_014935;H200015713
NM_133367;H200015658
NM_005004;H200014797
NM_018903;H200014774
NM_031864;H200014774
NM_032165;H200014740
NM_004852;H200014671
NM_005198;H200014006
XM_371617;H200013995
NM_198195;H200013961
NM_198197;H200013961
NM_003968;H200013961
NM_005831;H200013951
NM_002829;H200013917
NM_001774;H200013851
NM_005849;H200013157
NM_006688;H200013101
NM_054110;H200020302
XM_379395;H200020283
NM_001622;H200019116
NM_000429;H200019067
NM_004453;H200019051
NM_007250;H200018944
NM_014336;H200017529
NM_001002018;H200017446
NM_001002017;H200017446
NM_017885;H200017446
NM_012064;H200017440
NM_004667;H200016581
NM_016141;H200016571
NM_016188;H200016491
NM_052870;H300001966
NM_201566;H300001844
NM_001005179;H300001210
NM_173602;H300001124
XM_499577;H300001124
XM_372866;H300001074
NM_003433;H300000445
NM_025196;H300000355
XM_370727;H300000309
NM_006425;H200020449
NM_144693;H200020439
NM_054032;H300004828
XM_372094;H300004207
NM_000966;H300004160
XM_497773;H300004144
NM_173588;H300004069
NM_152382;H300003342
NM_001004349;H300003306
XM_372760;H300003293
NM_207387;H300002709
NM_138780;H300002695
NM_016033;H300002649
NM_000027;H300002630
NM_178120;H300007098
NM_004103;H300007045
NM_173174;H300007045
NM_173175;H300007045
NM_173176;H300007045
XM_495799;H300006391
NM_015343;H300006294
XM_067176;H300005668
NM_152536;H300005567
NM_003695;H300005511
NM_001004699;H300009996
NM_001004704;H300009989
NM_177399;H300009364
NM_177398;H300009364
NM_001052;H300009308
XM_209719;H300009268
NM_017535;H300009215
NM_017806;H300008638
XM_293354;H300008626
NM_147199;H300008592
NM_014260;H300008485
XM_371632;H300007874
XM_291154;H300007840
NM_152616;H300012331
NM_021914;H300012322
NM_000637;H300011637
NM_153321;H300011586
NM_014270;H300010870
NM_145275;H300010769
NM_000847;H300010020
NM_033219;H300015490
XM_371108;H300015479
NM_144777;H300014783
NM_001283;H300014736
NM_000072;H300014723
NM_001001548;H300014723
NM_001008396;H300014675
NM_007086;H300014675
NM_000299;H300014645
NM_053023;H300013993
NM_003359;H300013948
NM_032356;H300013846
NM_018393;H300013218
NM_016610;H300013156
NM_205860;H300013110
XM_375272;H300017148
XM_496044;H300017148
XM_208835;H300017148
XM_496041;H300017148
NM_031427;H300016432
NM_001012714;H300016274
NM_004249;H300015609
NM_005407;H300015597
NM_031992;H300020041
NM_022170;H300020041
XM_374414;H300020041
XM_376587;H300020041
NM_212469;H300020035
NM_001277;H300020035
NM_019098;H300020012
NM_000903;H300019609
NM_001829;H300019580
NM_173872;H300019580
NM_016338;H300019554
NM_005065;H300019547
NM_177953;H300019114
NM_014183;H300019114
NM_177954;H300019114
NM_001266;H300019082
NM_173073;H300019060
NM_173179;H300019060
NM_015945;H300019060
NM_023071;H300019051
NM_003858;H300018646
NM_001003408;H300018613
NM_001003407;H300018613
NM_006720;H300018613
NM_002313;H300018613
NM_015695;H300018608
NM_020418;H300018582
NM_033008;H300018582
NM_033009;H300018582
NM_033010;H300018582
NM_134431;H300018553
NM_021094;H300018553
NM_005075;H300018553
NM_153261;H300021618
NM_000246;H300021605
NM_017900;H300021566
NM_052925;H300021132
NM_152717;H300021091
NM_198060;H300021022
NM_006175;H300021022
NM_015072;H300020606
NM_017869;H300020595
NM_079837;H300020595
NM_138962;H300020540
NM_170721;H300020540
NM_006301;H300020097
NM_014662;H300020068
NM_001007188;H300020068
NM_017996;opHsV0400000380
NM_173855;opHsV0400000375
XM_371717;opHsV0400000351
NM_032143;opHsV0400000333
NM_005044;opHsV0400000309
NM_153381;H300022917
NM_152793;H300022874
NM_014497;H300022841
NM_138726;H300022793
NM_172025;H300022793
NM_173550;H300022784
NM_080741;H300022255
NM_017991;H300022184
NM_152300;H300022140
NM_007010;H300022140
NM_182623;opHsV0400001884
XM_495909;opHsV0400001502
XM_495917;opHsV0400001502
XM_495907;opHsV0400001502
NM_031481;opHsV0400001431
NM_001004492;opHsV0400001126
NM_016449;opHsV0400001102
NM_015649;opHsV0400000733
XM_372180;opHsV0400003341
NM_005291;opHsV0400003311
NM_002315;opHsV0400003006
XM_375357;opHsV0400002636
NM_016522;opHsV0400002589
XM_495849;opHsV0400002583
NM_023080;opHsV0400002207
NM_206895;opHsV0400002189
NM_020836;opHsV0400004492
NM_213726;opHsV0400004463
XM_208320;opHsV0400004445
NM_019041;opHsV0400004445
XM_379967;opHsV0400004439
XM_376720;opHsV0400004439
NM_003508;opHsV0400004087
NM_002160;opHsV0400003358
NM_001003845;opHsV0400005973
NM_001003678;opHsV0400005967
NM_001001705;opHsV0400005949
NM_012159;opHsV0400005644
NM_015526;opHsV0400005638
NM_005964;opHsV0400005614
NM_020219;opHsV0400005268
NM_182933;opHsV0400005196
NM_033262;opHsV0400005196
NM_182932;opHsV0400005196
NM_058240;opHsV0400005196
NM_183002;opHsV0400005196
XM_499440;opHsV0400004862
XM_498210;opHsV0400004862
NM_000592;opHsV0400004839
NM_001002029;opHsV0400004839
NM_007293;opHsV0400004839
NM_145698;opHsV0400004821
XM_088686;opHsV0400007148
XM_497124;opHsV0400007148
XM_085200;opHsV0400007124
XM_071712;opHsV0400007118
XM_066069;opHsV0400007100
XM_063871;opHsV0400007095
NM_002553;opHsV0400006749
NM_181747;opHsV0400006749
NM_181643;opHsV0400006743
NM_178831;opHsV0400006725
XM_380012;opHsV0400006725
XM_377947;opHsV0400006725
NM_021064;opHsV0400006396
NM_020394;opHsV0400006373
NM_018400;opHsV0400006349
NM_017619;opHsV0400006325
NM_001007033;opHsV0400006014
NM_001004336;opHsV0400005996
NM_001004325;opHsV0400005990
XM_379274;opHsV0400008605
XM_379195;opHsV0400008581
XM_379182;opHsV0400008575
XM_376436;opHsV0400008276
XM_376320;opHsV0400008270
XM_376049;opHsV0400008252
XM_375869;opHsV0400008246
XM_374904;opHsV0400008205
XM_374836;opHsV0400008199
XM_373633;opHsV0400007894
XM_373546;opHsV0400007852
XM_373538;opHsV0400007846
XM_373487;opHsV0400007822
XM_498504;opHsV0400007822
XM_370980;opHsV0400007518
NM_198490;opHsV0400007518
XM_370584;opHsV0400007476
XM_295097;opHsV0400007453
XM_295017;opHsV0400007447
XM_498742;opHsV0400009781
XM_498734;opHsV0400009775
XM_498712;opHsV0400009757
XM_498674;opHsV0400009733
XM_498662;opHsV0400009727
XM_498636;opHsV0400009709
XM_498627;opHsV0400009703
XM_497828;opHsV0400009351
XM_497784;opHsV0400009333
XM_496975;opHsV0400009028
XM_496936;opHsV0400009022
XM_375670;opHsV0400009004
XM_496841;opHsV0400009004
XM_499247;opHsV0400009004
XM_373704;opHsV0400009004
NM_001001703;opHsV0400008981
XM_496748;opHsV0400008981
XM_379543;opHsV0400008652
NM_006989;opHsV0400010156
XM_499280;opHsV0400010156
XM_379817;opHsV0400010156
NM_004772;opHsV0400010150
XM_499269;opHsV0400010150
XM_371885;opHsV0400010150
XM_499198;opHsV0400010108
XM_499192;opHsV0400010102
XM_499160;opHsV0400010079
NM_017983;H200001772
NM_024025;H200001674
NM_006495;H200001067
NM_004551;H200001021
NM_017840;H200000992
NM_173626;H200000940
NM_005998;H200000448
NM_000861;H200000408
NM_002021;H200000370
NM_001143;H200000318
NM_018409;H200004595
NM_007036;H200004540
NM_007034;H200004534
NM_007030;H200003916
NM_017704;H200003888
NM_152792;H200003833
NM_018684;H200003824
NM_022496;H200003261
NM_006313;H200003248
NM_018657;H200003214
NM_012124;H200003197
NM_024411;H200003167
NM_030815;H200003120
NM_016564;H200003112
NM_138499;H200007273
NM_001423;H200006680
NM_015150;H200006633
NM_006378;H200006623
NM_002592;H200006598
NM_182649;H200006598
NM_002923;H200006587
NM_003362;H200006562
NM_080911;H200006562
NM_006832;H200006051
NM_003026;H200006016
NM_183079;H200005977
NM_000311;H200005977
NM_001658;H200005963
NM_002705;H200005933
NM_138389;H200005378
NM_138447;H200005325
NM_017819;H200005283
NM_004934;H200005258
NM_032049;H200010330
NM_004835;H200010330
NM_009585;H200010330
NM_031850;H200010330
NM_000685;H200010330
NM_006662;H200010260
NM_024676;H200010210
NM_015144;H200010191
NM_020903;H200008924
XM_046531;H200008915
NM_024955;H200008860
NM_015948;H200008853
NM_032701;H200008042
NM_002408;H200008032
NM_031294;H200007384
NM_080828;H200007373
NM_014482;H200007332
NM_032827;H200013178
NM_018450;H200012438
NM_139135;H200012438
NM_006015;H200012438
NM_004174;H200012424
NM_004066;H200012376
NM_030933;H200011783
NM_022835;H200011738
NM_002043;H200011023
NM_032804;H200010994
NM_024701;H200010980
NM_024691;H200010900
NM_015718;H200015913
NM_005617;H200015818
NM_025261;H200015781
NM_006321;H200015769
NM_014495;H200015051
NM_018076;H200014929
NM_001451;H200014096
NM_005940;H200014059
NM_000067;H200014027
NM_006526;H200014020
NM_020886;H200013369
NM_001083;H200013302
NM_033437;H200013302
NM_033430;H200013302
NM_173452;H200019395
NM_003665;H200019395
NM_032562;H200019382
NM_006846;H200019308
NM_031896;H200019246
NM_020216;H200017768
NM_020389;H200017713
NM_004856;H200016720
NM_138555;H200016720
NM_000475;H200016637
NM_024039;H200016591
NM_018267;H300002116
NM_001005567;H300002070
NM_173801;H300001990
NM_080740;H300001373
NM_005023;H300001324
NM_014056;H300000608
XM_291991;H300000592
NM_199328;H300000560
NM_152280;H300000484
XM_379096;H200021009
NM_207502;H200020814
NM_174942;H300004982
NM_181885;H300004936
XM_371684;H300004924
XM_371207;H300004924
NM_001002027;H300004324
NM_005175;H300004324
XM_496194;H300003589
XM_290780;H300003589
XM_497535;H300003473
NM_194317;H300002872
NM_030964;H300002858
NM_001009812;H300002781
XM_376068;H300002781
NM_003608;H300002724
NM_001692;H300007336
NM_001002901;H300007321
NM_178170;H300007229
NM_005253;H300006509
NM_053041;H300006462
XM_211367;H300006398
NM_014067;H300005824
NM_014723;H300005783
NM_000979;H300005737
NM_015117;H300005725
XM_209178;H300005062
NM_005108;H300010090
NM_024529;H300009459
XM_377034;H300009376
NM_003423;H300008801
NM_001001968;H300008755
NM_014063;H300008698
NM_175613;H300008656
NM_175607;H300008656
NM_175612;H300008656
XM_372816;H300008076
NM_005057;H300007999
NM_024628;H300012541
XM_371542;H300012490
NM_001010000;H300012425
NM_015601;H300011811
NM_016424;H300011709
NM_015602;H300011698
NM_173511;H300011664
NM_001008408;H300011011
NM_033221;H300010998
NM_014788;H300010998
NM_017528;H300010957
NM_004710;H300010215
NM_182597;H300010169
NM_152311;H300010160
NM_033123;H300015692
NM_025207;H300015632
NM_017909;H300014879
NM_019104;H300013380
NM_052996;H300013292
NM_024164;H300013231
NM_012207;H300018181
NM_021644;H300018181
NM_023938;H300018169
NM_080861;H300018135
NM_138492;H300018038
NM_145262;H300017382
NM_020890;H300017231
NM_153331;H300016593
NM_005135;H300015816
NM_153810;H300015803
NM_018444;H300015757
NM_004483;H300020147
NM_144565;H300020124
NM_014393;H300019660
NM_002604;H300019653
NM_002603;H300019653
NM_006901;H300019625
NM_001005463;H300019218
NM_031213;H300019187
NM_000817;H300019165
NM_013445;H300019165
NM_022898;H300019132
NM_138576;H300019132
NM_015710;H300019123
NM_144577;H300018751
NM_021944;H300018657
NM_014982;H300021797
NM_001500;H300021764
NM_019070;H300021732
NM_006666;H300021724
NM_020847;H300021695
NM_014494;H300021695
NM_006191;H300021211
NM_134444;H300021138
NM_022089;H300020717
NM_032195;H300020707
NM_058183;H300020707
NM_138926;H300020707
NM_138925;H300020707
NM_138927;H300020707
XM_495795;opHsV0400000791
NM_052864;opHsV0400000414
XM_496617;opHsV0400000409
NM_025040;opHsV0400000391
NM_003634;opHsV0400000039
NM_018466;opHsV0400000015
NM_004781;opHsV0400000009
NM_022902;H300022385
NM_018338;H300022374
NM_021027;H300022279
NM_019075;H300022279
NM_019077;H300022279
NM_019076;H300022279
NM_019078;H300022279
NM_000463;H300022279
NM_019093;H300022279
NM_007120;H300022279
NM_001072;H300022279
NM_205862;H300022279
NM_001005183;opHsV0400001590
XM_499475;opHsV0400001560
XM_380044;opHsV0400001560
XM_291322;opHsV0400001537
NM_003860;opHsV0400001143
NM_198080;opHsV0400000832
NM_018318;opHsV0400000808
NM_207410;opHsV0400003422
NM_001010866;opHsV0400003393
XM_496523;opHsV0400003094
XM_496776;opHsV0400003064
NM_001008529;opHsV0400002319
NM_198530;opHsV0400002319
NM_032644;opHsV0400004544
NM_177452;opHsV0400004216
XM_375963;opHsV0400003798
NM_024840;opHsV0400003792
NM_017679;opHsV0400003470
XM_377488;opHsV0400003446
NM_001344;opHsV0400006055
NM_177530;opHsV0400006049
NM_177528;opHsV0400006049
NM_003166;opHsV0400006049
NM_177534;opHsV0400006049
NM_001054;opHsV0400006049
NM_001055;opHsV0400006049
NM_177529;opHsV0400006049
NM_177552;opHsV0400006049
NM_001007546;opHsV0400006025
NM_000495;opHsV0400005703
NM_033380;opHsV0400005703
NM_033381;opHsV0400005703
XM_496335;opHsV0400005673
NM_207172;opHsV0400005649
NM_022463;opHsV0400004951
XM_098980;opHsV0400007183
XM_098164;opHsV0400007177
XM_096472;opHsV0400007159
XM_291111;opHsV0400007153
XM_091830;opHsV0400007153
NM_198699;opHsV0400006831
NM_198285;opHsV0400006807
NM_003347;opHsV0400006801
NM_198157;opHsV0400006801
NM_182832;opHsV0400006783
NM_003342;opHsV0400006777
NM_182682;opHsV0400006777
NM_024658;opHsV0400006449
NM_022804;opHsV0400006431
NM_022807;opHsV0400006431
NM_022806;opHsV0400006431
NM_022805;opHsV0400006431
NM_005678;opHsV0400006431
NM_003097;opHsV0400006431
NM_022808;opHsV0400006431
NM_022491;opHsV0400006425
NM_021184;opHsV0400006401
NM_002248;opHsV0400006079
NM_006597;opHsV0400008687
NM_153201;opHsV0400008687
XM_379786;opHsV0400008687
XM_376576;opHsV0400008687
XM_379717;opHsV0400008681
NM_018715;opHsV0400008681
XM_379587;opHsV0400008657
XM_377579;opHsV0400008334
XM_377529;opHsV0400008328
XM_377028;opHsV0400008304
NM_007067;opHsV0400008304
XM_373876;opHsV0400007982
XM_373854;opHsV0400007977
XM_373821;opHsV0400007959
XM_373749;opHsV0400007935
XM_373684;opHsV0400007911
XM_373660;opHsV0400007905
XM_371798;opHsV0400007606
XM_371754;opHsV0400007600
XM_371641;opHsV0400007583
XM_371588;opHsV0400007577
NM_012247;opHsV0400007577
XM_371388;opHsV0400007559
NM_152488;opHsV0400007559
XM_498812;opHsV0400009815
XM_498801;opHsV0400009809
NM_003671;opHsV0400009487
XM_499423;opHsV0400009487
XM_498195;opHsV0400009487
NM_033332;opHsV0400009487
NM_033331;opHsV0400009487
XM_498092;opHsV0400009463
XM_497971;opHsV0400009415
XM_497249;opHsV0400009087
XM_497097;opHsV0400009057
NM_017634;opHsV0400009039
XM_497020;opHsV0400009039
XM_496991;opHsV0400009033
NM_001005751;opHsV0400008729
XM_495809;opHsV0400008729
XM_495808;opHsV0400008729
XM_290482;opHsV0400008729
XM_499535;opHsV0400010214
XM_499081;opHsV0400010214
XM_499529;opHsV0400010208
XM_499075;opHsV0400010208
NM_001005404;opHsV0400012440
NM_021200;H200001601
NM_033115;H200001596
NM_145059;H200001521
NM_005141;H200001467
NM_032436;H200001453
NM_001008897;H200000875
NM_030752;H200000875
NM_004697;H200000862
NM_000029;H200000817
NM_032932;H200000790
NM_002341;H200000236
NM_009588;H200000236
NM_004333;H200000155
NM_004277;H200004489
NM_005414;H200004449
NM_032484;H200004419
NM_017612;H200004406
NM_005515;H200004364
NM_005302;H200003792
NM_022485;H200003778
NM_013335;H200003730
NM_205847;H200003730
NM_020147;H200003693
NM_020708;H200003019
NM_025238;H200003006
NM_001745;H200002306
NM_012421;H200002254
NM_014733;H200007063
NM_006839;H200006521
NM_000893;H200006443
NM_002225;H200006410
NM_000853;H200006400
NM_003992;H200005903
NM_001292;H200005903
NM_006229;H200005891
NM_002981;H200005810
NM_006799;H200005772
NM_144957;H200005772
NM_144956;H200005772
XM_376284;H200005194
NM_015979;H200010141
NM_004830;H200010141
NM_001686;H200010071
NM_015206;H200010058
NM_007190;H200009901
NM_032164;H200008741
NM_194300;H200008692
NM_030666;H200008677
NM_012382;H200007901
NM_004334;H200007889
NM_004043;H200007840
NM_005461;H200007831
NM_033118;H200007178
NM_006790;H200007115
XM_496597;H200012959
XM_086937;H200012959
NM_005492;H200012345
NM_018700;H200012301
NM_017833;H200012291
NM_031909;H200012203
NM_003932;H200012193
NM_022337;H200011609
NM_017443;H200011553
NM_031455;H200011504
NM_014460;H200011460
NM_145014;H200010855
NM_031451;H200010845
NM_019038;H200010802
NM_001770;H200010723
NM_019028;H200010712
NM_001001483;H200010712
NM_145637;H200015735
NM_030882;H200015735
NM_004822;H200015722
NM_005251;H200015669
NM_004658;H200014809
NM_138435;H200014765
NM_016333;H200014752
NM_000253;H200014716
NM_032792;H200014703
NM_004751;H200014664
NM_006636;H200013986
NM_182746;H200013972
NM_005914;H200013972
NM_004661;H200013883
NM_002296;H200013838
NM_194442;H200013838
NM_024519;H200013828
NM_022006;H200013125
NM_144698;H200013070
NM_022144;H200013059
NM_173074;H200020246
NM_002643;H200020246
NM_003048;H200020166
NM_012460;H200019082
NM_017771;H200019018
NM_014342;H200017454
NM_004254;H200016562
NM_201262;H200016503
NM_021800;H200016503
NM_012118;H200016466
NM_012100;H200016455
XM_499467;H200016396
XM_371949;H200016396
NM_080660;H200016377
XM_292778;H300001881
NM_006613;H300001868
XM_496038;H300001788
NM_000981;H300001778
NM_153710;H300001189
NM_175885;H300001141
NM_033161;H300001088
NM_182596;H300000286
XM_376622;H300000286
XM_379855;H300000286
NM_152703;H300000274
NM_025237;H200020417
NM_005672;H300004794
NM_006678;H300004135
NM_005177;H300004090
NM_015203;H300004079
NM_018327;H300004045
NM_001001702;H300003417
NM_018166;H300003361
NM_080865;H300003335
XM_291663;H300003324
XM_495955;H300003268
NM_000781;H300002567
NM_145033;H300007123
NM_001005479;H300007106
XM_378865;H300007027
NM_016626;H300007014
NM_003749;H300006248
NM_138960;H300006235
NM_001005185;H300005639
NM_003169;H300005574
XM_495803;H300004897
NM_145304;H300004883
NM_005783;H300004848
XM_209719;H300004840
NM_032366;H300009324
NM_001005920;H300009277
NM_001004692;H300008614
NM_001004714;H300008601
NM_002657;H300008473
NM_130769;H300008463
NM_003838;H300007850
NM_152860;H300007762
NM_003941;H300007748
NM_006909;H300012348
NM_014519;H300011602
NM_207111;H300011453
XM_051200;H300010841
NM_002673;H300010795
NM_024043;H300010737
NM_004515;H300010695
NM_022121;H300010038
NM_001315;H300015382
NM_032854;H300014761
NM_138931;H300014700
NM_001226;H300014657
NM_018982;H300013970
NM_005115;H300013862
NM_017458;H300013862
NM_198186;H300013829
NM_014010;H300013829
NM_198187;H300013829
NM_000162;H300013052
NM_015329;H300013042
NM_173201;H300017977
NM_004320;H300017977
NM_144571;H300017882
NM_002304;H300017185
NM_052939;H300017138
NM_024719;H300017123
NM_021942;H300017094
NM_181699;H300016386
NM_020936;H300016241
NM_000309;H300015559
NM_006200;H300019989
NM_194356;H300019594
NM_001980;H300019594
NM_018254;H300019571
NM_206943;H300019561
NM_000627;H300019561
NM_013388;H300019507
NM_032852;H300019100
NM_178221;H300019100
NM_020679;H300019094
NM_006644;H300019008
NM_013373;H300018620
NM_001147;H300018592
NM_002805;H300018563
NM_153043;H300021629
XM_375224;H300021575
XM_496266;H300021548
NM_174873;H300021539
NM_012226;H300021539
NM_016318;H300021539
NM_170682;H300021539
NM_170683;H300021539
NM_174872;H300021539
NM_003828;H300021040
NM_176789;H300021040
NM_018139;H300021007
NM_020548;H300020588
NM_022362;H300020581
NM_053274;H300020557
NM_007070;H300020557
NM_018308;H300020517
NM_022333;H300020487
NM_003252;H300020487
NM_032300;H300020089
NM_003095;H300020082
NM_005316;H300020058
NM_013255;H300020049
NM_001128;opHsV0400000691
XM_166132;opHsV0400000667
NM_005521;opHsV0400000363
NM_017491;opHsV0400000345
NM_177924;opHsV0400000297
NM_004315;opHsV0400000297
NM_003758;opHsV0400000291
NM_022839;H300022901
NM_024688;H300022864
NM_198531;H300022808
NM_006922;H300022248
NM_175863;H300022207
NM_017519;H300022207
NM_020732;H300022207
NM_000743;H300022132
NM_033082;H300022121
NM_015060;opHsV0400001867
XM_496111;opHsV0400001849
NM_004329;opHsV0400001843
XM_208545;opHsV0400001843
NM_176887;opHsV0400001496
NM_001990;opHsV0400001443
NM_172098;opHsV0400001443
NM_000366;opHsV0400001096
XM_499288;opHsV0400001043
XM_496873;opHsV0400001043
