ENSG00000104825;NM_001001716
ENSG00000215522;NM_001954
ENSG00000174996;NM_001134774
ENSG00000137166;NM_001012427
ENSG00000157181;NM_017847
ENSG00000114999;NM_153712
ENSG00000185551;NM_001145156
ENSG00000184954;NM_001005499
ENSG00000171540;NM_032109
ENSG00000212638;XM_001720078
ENSG00000119688;NM_005050
ENSG00000205181;XM_002344170
ENSG00000123427;NM_015433
ENSG00000133030;NM_015134
ENSG00000198305;XM_001722084
ENSG00000203981;NM_001080138
ENSG00000100288;NM_004377
ENSG00000078142;NM_002647
ENSG00000132623;NM_198798
ENSG00000183309;NM_001082480
ENSG00000198518;NM_003542
ENSG00000151164;NM_152442
ENSG00000126262;NM_005306
ENSG00000170291;NM_015362
ENSG00000165383;NM_001006939
ENSG00000155034;NM_024963
ENSG00000171914;NM_015059
ENSG00000071073;NM_012214
ENSG00000206454;NM_002701
ENSG00000081087;NM_014028
ENSG00000196236;NM_022098
ENSG00000120853;NM_017600
ENSG00000203975;NM_001080138
ENSG00000203977;NM_001080138
ENSG00000203976;NM_001080138
ENSG00000203979;NM_001080138
ENSG00000110931;NM_172226
ENSG00000161040;NM_145032
ENSG00000203978;NM_001080138
ENSG00000106799;NM_004612
ENSG00000140464;NM_033249
ENSG00000188582;NM_198504
ENSG00000009307;NM_001007553
ENSG00000171502;NM_152890
ENSG00000205864;NM_001012416
ENSG00000183048;NM_012140
ENSG00000068990;NM_001098409
ENSG00000178306;NM_001001955
ENSG00000188394;NM_005294
ENSG00000087494;NM_198966
ENSG00000133640;NM_032165
ENSG00000109654;NM_001130067
ENSG00000137177;NM_001105566
ENSG00000212861;XM_002345380
ENSG00000077782;NM_015850
ENSG00000157216;XM_001716920
ENSG00000105341;NM_001167869
ENSG00000158483;NM_152563
ENSG00000124091;NM_080615
ENSG00000125898;NM_207121
ENSG00000153944;NM_138962
ENSG00000206235;NM_018833
ENSG00000169682;NM_032038
ENSG00000183423;NM_198506
ENSG00000078399;NM_152739
ENSG00000154305;NM_198551
ENSG00000103742;NM_020962
ENSG00000103067;NM_024939
ENSG00000170860;NM_014463
ENSG00000147642;NM_001099748
ENSG00000177383;NM_022149
ENSG00000111077;NM_170754
ENSG00000096155;NM_080702
ENSG00000101405;NM_000915
ENSG00000120899;NM_004103
ENSG00000139620;NM_017822
ENSG00000204427;NM_021160
ENSG00000127249;NM_032279
ENSG00000188266;NM_001013619
ENSG00000100321;NM_145731
ENSG00000189064;NM_001127345
ENSG00000206443;NM_002127
ENSG00000171606;NM_016324
ENSG00000206466;NM_021903
ENSG00000100197;NM_001025161
ENSG00000167671;NM_001171091
ENSG00000139344;NM_152435
ENSG00000142655;NM_004565
ENSG00000164334;NM_182761
ENSG00000140044;NM_001135047
ENSG00000115155;NM_194248
ENSG00000139617;NM_014887
ENSG00000172671;NM_001128324
ENSG00000152042;NM_173638
ENSG00000125975;NM_001145350
ENSG00000092964;NM_001386
ENSG00000104964;NM_198970
ENSG00000069764;NM_003561
ENSG00000162607;NM_003368
ENSG00000197746;NM_001042466
ENSG00000104643;NM_015458
ENSG00000165804;NM_001102454
ENSG00000100596;NM_004863
ENSG00000011332;NM_001135155
ENSG00000133107;NM_001135955
ENSG00000205592;XM_002344661
ENSG00000138698;NM_001100426
ENSG00000213977;NM_014604
ENSG00000204979;NM_001100909
ENSG00000189011;XM_001722097
ENSG00000198838;NM_001036
ENSG00000124226;NM_018683
ENSG00000077264;NM_002578
ENSG00000197153;NM_003529
ENSG00000164733;NM_147781
ENSG00000153721;NM_015520
ENSG00000185650;NM_004926
ENSG00000164172;NM_004531
ENSG00000182111;XM_002342727
ENSG00000186787;NM_001006683
ENSG00000212858;XM_002345380
ENSG00000163297;NM_058172
ENSG00000188581;NM_001098626
ENSG00000182534;NM_001008528
ENSG00000010379;NM_016615
ENSG00000073350;NM_004524
ENSG00000153982;NM_182569
ENSG00000028116;NM_001130483
ENSG00000113812;NM_022899
ENSG00000134709;NM_015888
ENSG00000121742;NM_001110220
ENSG00000143624;NM_023015
ENSG00000171811;NM_017609
ENSG00000066427;NM_001164774
ENSG00000101972;NM_001042750
ENSG00000156675;NM_001002233
ENSG00000137145;NM_017925
ENSG00000185920;NM_001083605
ENSG00000088038;NM_014516
ENSG00000113811;NM_021237
ENSG00000023287;NM_001083617
ENSG00000077809;NM_033001
ENSG00000160097;NM_001171940
ENSG00000179837;NM_013286
ENSG00000100697;NM_177438
ENSG00000139737;NM_001040153
ENSG00000070269;NM_017799
ENSG00000215547;NM_001037730
ENSG00000104969;NM_003021
ENSG00000105011;NM_018154
ENSG00000077150;NM_001077493
ENSG00000186594;NM_032895
ENSG00000170820;NM_181446
ENSG00000135316;NM_001159677
ENSG00000029534;NM_020480
ENSG00000105695;NM_002361
ENSG00000008256;NM_004227
ENSG00000135506;NM_001017958
ENSG00000197932;NM_012151
ENSG00000063127;NM_014037
ENSG00000120937;NM_002521
ENSG00000144891;NM_000685
ENSG00000049319;NM_000348
ENSG00000122068;NM_032288
ENSG00000011052;NM_001018136
ENSG00000188626;XM_001126392
ENSG00000109790;NM_001171654
ENSG00000131626;NM_003626
ENSG00000120686;NM_016617
ENSG00000120963;NM_001042510
ENSG00000123836;NM_006212
ENSG00000143933;NM_001743
ENSG00000158079;NM_152422
ENSG00000165169;NM_006520
ENSG00000150175;NM_001042516
ENSG00000169811;NM_001006121
ENSG00000114316;NM_003363
ENSG00000185900;NM_032237
ENSG00000124529;NM_003538
ENSG00000124469;NM_001816
ENSG00000170909;NM_206818
ENSG00000137040;NM_012416
ENSG00000082438;NM_014900
ENSG00000169692;NM_006412
ENSG00000186910;NM_001080451
ENSG00000140682;NM_001042454
ENSG00000165983;NM_030664
ENSG00000221872;NM_001113410
ENSG00000164022;NM_004757
ENSG00000186765;NM_001077182
ENSG00000136305;NM_014430
ENSG00000081853;NM_032402
ENSG00000103423;NM_001135110
ENSG00000175471;NM_001002796
ENSG00000130338;NM_001007466
ENSG00000205549;XM_001723011
ENSG00000188277;NM_001130448
ENSG00000174775;NM_001130442
ENSG00000167104;NM_174897
ENSG00000162946;NM_001164541
ENSG00000118162;NM_007059
ENSG00000065609;NM_014841
ENSG00000138162;NM_206861
ENSG00000162367;NM_003189
ENSG00000196337;NM_033142
ENSG00000167767;NM_001081492
ENSG00000148200;NM_001489
ENSG00000163608;NM_015412
ENSG00000137878;NM_001018102
ENSG00000104915;NM_003765
ENSG00000135932;NM_001130849
ENSG00000144015;NM_138800
ENSG00000128322;NM_152855
ENSG00000132356;NM_006251
ENSG00000077238;NM_000418
ENSG00000087903;NM_134433
ENSG00000180198;NM_001048197
ENSG00000212640;NM_001164467
ENSG00000115946;NM_020143
ENSG00000142330;NM_021251
ENSG00000205861;NM_001014442
ENSG00000171813;NM_138499
ENSG00000081237;NM_080921
ENSG00000166268;XM_001718908
ENSG00000123154;NM_032332
ENSG00000213297;NM_145233
ENSG00000220100;XM_293325
ENSG00000162734;NM_003768
ENSG00000006283;NM_198377
ENSG00000114737;NM_145071
ENSG00000107521;NM_000195
ENSG00000206088;XM_001723660
ENSG00000128394;NM_001006666
ENSG00000206355;NM_001105563
ENSG00000062370;NM_013380
ENSG00000171466;NM_001130032
ENSG00000153721;NM_004742
ENSG00000213380;NM_022341
ENSG00000185041;XM_373078
ENSG00000164867;NM_001160111
ENSG00000010404;NM_000202
ENSG00000041982;NM_002160
ENSG00000166455;NM_152337
ENSG00000170160;NM_014695
ENSG00000134769;NM_032978
ENSG00000136160;NM_003991
ENSG00000170791;NM_024300
ENSG00000136099;NM_032949
ENSG00000176697;NM_001143809
ENSG00000180376;NM_001012506
ENSG00000198681;NM_004988
ENSG00000101361;NM_006392
ENSG00000124067;NM_005072
ENSG00000167118;NM_001135947
ENSG00000178660;XM_001720591
ENSG00000132622;NM_052970
ENSG00000042980;NM_021777
ENSG00000167842;NM_024039
ENSG00000163170;NM_212552
ENSG00000151062;NM_172364
ENSG00000137321;NM_024839
ENSG00000104888;NM_020309
ENSG00000157538;NM_006052
ENSG00000205636;XM_001722330
ENSG00000122136;NM_014582
ENSG00000006118;NM_017870
ENSG00000137872;NM_024966
ENSG00000185753;NM_144970
ENSG00000170619;NM_001081004
ENSG00000182504;NM_024548
ENSG00000120242;NM_002170
ENSG00000176605;NM_182560
ENSG00000109471;NM_000586
ENSG00000165887;NM_001129981
ENSG00000151623;NM_001166104
ENSG00000181585;NM_147196
ENSG00000164442;NM_001168389
ENSG00000168646;NM_004655
ENSG00000120334;NM_033319
ENSG00000166091;NM_001037288
ENSG00000166908;NM_001146260
ENSG00000206428;NM_001623
ENSG00000143740;NM_053052
ENSG00000118432;NM_001160260
ENSG00000212638;NM_001164467
ENSG00000100889;NM_001018073
ENSG00000012048;NM_007296
ENSG00000171861;NM_018146
ENSG00000206402;NM_021246
ENSG00000157985;NM_001037131
ENSG00000196877;XM_002343459
ENSG00000175548;NM_001013620
ENSG00000009765;NM_203395
ENSG00000116957;NM_001079515
ENSG00000176396;NM_153232
ENSG00000197724;NM_005392
ENSG00000147117;NM_003446
ENSG00000115896;NM_006226
ENSG00000132376;NM_130766
ENSG00000184911;NM_033053
ENSG00000003509;NM_001083946
ENSG00000010810;NM_153047
ENSG00000076003;NM_005915
ENSG00000206506;NM_002127
ENSG00000140538;NM_001007156
ENSG00000104490;NM_001040624
ENSG00000162430;NM_206926
ENSG00000216649;NM_012196
ENSG00000176231;NM_001004465
ENSG00000196341;NM_001002917
ENSG00000146926;NM_001142459
ENSG00000047249;NM_213620
ENSG00000188641;NM_000110
ENSG00000183850;XM_001715065
ENSG00000184860;NM_145168
ENSG00000071082;NM_000993
ENSG00000182473;NM_001145296
ENSG00000113494;NM_000949
ENSG00000166947;NM_000119
ENSG00000204099;NM_001167599
ENSG00000112531;NM_006775
ENSG00000176076;NM_012282
ENSG00000132000;NM_024825
ENSG00000203705;NM_001146169
ENSG00000144642;NM_001003792
ENSG00000215440;NM_024663
ENSG00000183148;XM_001720930
ENSG00000177679;NM_001110199
ENSG00000145246;NM_020453
ENSG00000128652;NM_006898
ENSG00000133134;NM_001168399
ENSG00000088543;NM_016210
ENSG00000000460;NM_018186
ENSG00000174963;NM_001168378
ENSG00000146834;NM_019606
ENSG00000197472;NM_020394
ENSG00000178860;NM_005098
ENSG00000136280;NM_001167935
ENSG00000106268;NM_198953
ENSG00000205045;NM_001145027
ENSG00000172738;NM_145316
ENSG00000125450;NM_024844
ENSG00000204277;XM_001726184
ENSG00000128050;NM_006452
ENSG00000198820;NM_139019
ENSG00000114859;NM_001171087
ENSG00000159307;NM_173050
ENSG00000007350;NM_001145933
ENSG00000143252;NM_001035512
ENSG00000133812;NM_030962
ENSG00000110492;NM_001012333
ENSG00000168811;NM_000882
ENSG00000177054;NM_019028
ENSG00000068990;NM_001127199
ENSG00000186868;NM_016835
ENSG00000143771;NM_014184
ENSG00000215620;NM_001037675
ENSG00000113441;NM_005575
ENSG00000075975;NM_014160
ENSG00000004700;NM_032941
ENSG00000167766;NM_018300
ENSG00000113296;NM_003248
ENSG00000125505;NM_001146082
ENSG00000184371;NM_172211
ENSG00000140955;NM_001145400
ENSG00000141577;NM_014984
ENSG00000129315;NM_001240
ENSG00000113658;NM_005903
ENSG00000184825;NM_003509
ENSG00000186049;NM_175068
ENSG00000175216;NM_014756
ENSG00000145782;NM_004707
ENSG00000165583;XM_001720499
ENSG00000105518;NM_033408
ENSG00000179387;NM_153702
ENSG00000088782;NM_139074
ENSG00000164485;NM_052962
ENSG00000154719;NM_017446
ENSG00000104047;NM_020234
ENSG00000152527;NM_172069
ENSG00000072682;NM_001017974
ENSG00000196747;NM_021064
ENSG00000138639;NM_001025616
ENSG00000095066;NM_013312
ENSG00000205916;NM_001005375
ENSG00000164674;NM_001009991
ENSG00000134755;NM_004949
ENSG00000154310;NM_001161560
ENSG00000181885;NM_001307
ENSG00000174611;NM_178554
ENSG00000104435;NM_007029
ENSG00000205882;NM_001033019
ENSG00000163535;NM_001160033
ENSG00000143256;NM_012394
ENSG00000216649;NM_001475
ENSG00000219481;XM_001715810
ENSG00000188603;NM_001042432
ENSG00000185739;NM_001098814
ENSG00000086102;NM_002504
ENSG00000127578;NM_053284
ENSG00000177889;NM_003348
ENSG00000112137;NM_030948
ENSG00000151849;NM_018451
ENSG00000197124;NM_033196
ENSG00000197050;NM_144689
ENSG00000130055;NM_017711
ENSG00000124422;NM_015276
ENSG00000139144;NM_004570
ENSG00000181513;NM_001135707
ENSG00000134146;NM_001141972
ENSG00000122497;NM_001170755
ENSG00000214891;NM_001164397
ENSG00000178726;NM_000361
ENSG00000146856;NM_178563
ENSG00000133619;NM_032534
ENSG00000182945;XM_002346244
ENSG00000148019;NM_001098802
ENSG00000214882;NM_020739
ENSG00000022267;NM_001159702
ENSG00000196208;NM_148903
ENSG00000157796;NM_025132
ENSG00000025708;NM_001113756
ENSG00000100749;NM_003384
ENSG00000183148;NM_032250
ENSG00000172466;NM_006965
ENSG00000179308;XM_001723511
ENSG00000158006;NM_000437
ENSG00000137819;NM_017705
ENSG00000157259;NM_021167
ENSG00000111331;NM_006187
ENSG00000205944;NM_001005375
ENSG00000173588;NM_016122
ENSG00000206561;NM_080541
ENSG00000196616;NM_000668
ENSG00000102738;NM_005830
ENSG00000203811;NM_001123375
ENSG00000215274;NM_001098418
ENSG00000203813;NM_001123375
ENSG00000126005;NM_002212
ENSG00000110025;NM_147777
ENSG00000164951;NM_001161781
ENSG00000197321;NM_003174
ENSG00000100628;NM_016150
ENSG00000205560;NM_152253
ENSG00000170714;NM_015381
ENSG00000103888;NM_018689
ENSG00000177906;NM_022110
ENSG00000066248;NM_019850
ENSG00000183873;NM_001099405
ENSG00000184923;NM_001009610
ENSG00000005108;NM_015204
ENSG00000181788;NM_005067
ENSG00000162825;NM_015383
ENSG00000153563;NM_171827
ENSG00000164985;NM_033222
ENSG00000197061;NM_003548
ENSG00000214226;NM_001085430
ENSG00000138028;NM_001166239
ENSG00000196704;NM_001033569
ENSG00000108788;NM_198204
ENSG00000171195;NM_001145007
ENSG00000179348;NM_032638
ENSG00000070367;NM_006544
ENSG00000173402;NM_004393
ENSG00000145216;NM_030917
ENSG00000206511;NM_021903
ENSG00000196787;NM_021064
ENSG00000148848;NM_003474
ENSG00000152595;NM_020203
ENSG00000198300;NM_001146326
ENSG00000169908;NM_014220
ENSG00000120733;NM_016604
ENSG00000164985;NM_021144
ENSG00000163938;NM_014366
ENSG00000203727;NM_001030060
ENSG00000149295;NM_016574
ENSG00000215253;NM_001098418
ENSG00000154975;NM_020178
ENSG00000215373;NM_001164455
ENSG00000121281;NM_001114
ENSG00000218336;NM_001080477
ENSG00000164398;NM_015256
ENSG00000152936;NM_152590
ENSG00000137700;NM_001164277
ENSG00000154721;NM_021219
ENSG00000164691;NM_152133
ENSG00000136247;NM_018106
ENSG00000100567;NM_002788
ENSG00000150275;NM_001142769
ENSG00000134308;NM_006826
ENSG00000146555;NM_152744
ENSG00000174405;NM_002312
ENSG00000198108;NM_175856
ENSG00000119772;NM_175630
ENSG00000127743;NM_014443
ENSG00000185480;NM_017915
ENSG00000116688;NM_014874
ENSG00000099995;NM_005877
ENSG00000134551;NM_001110213
ENSG00000204001;NM_178469
ENSG00000196533;NM_001007544
ENSG00000113595;NM_033227
ENSG00000204596;NM_024839
ENSG00000180228;NM_001139518
ENSG00000205116;NM_001146685
ENSG00000151532;NM_145206
ENSG00000162946;NM_001012958
ENSG00000198417;NM_005949
ENSG00000180269;NM_001002911
ENSG00000203852;NM_001123375
ENSG00000137752;NM_033294
ENSG00000162526;NM_052841
ENSG00000153303;NM_001122841
ENSG00000186979;XM_001126758
ENSG00000206349;NM_002701
ENSG00000221842;NM_000518
ENSG00000186611;XM_002343151
ENSG00000112742;NM_003318
ENSG00000184961;XM_001715998
ENSG00000110921;NM_000431
ENSG00000197249;NM_001002236
ENSG00000135249;NM_021930
ENSG00000144504;NM_017844
ENSG00000179813;NM_182508
ENSG00000212907;XM_937152
ENSG00000109685;NM_133330
ENSG00000117266;NM_002596
ENSG00000198821;NM_000734
ENSG00000112029;NM_001142522
ENSG00000100519;NM_002806
ENSG00000170464;NM_152686
ENSG00000188032;XM_937326
ENSG00000010704;NM_139011
ENSG00000077721;NM_181762
ENSG00000166664;NM_148911
ENSG00000072210;NM_001031806
ENSG00000182230;NM_001079529
ENSG00000153391;NM_001098817
ENSG00000196110;NM_198535
ENSG00000206411;NM_001077497
ENSG00000215559;NM_032250
ENSG00000042062;NM_080829
ENSG00000185057;NM_001015892
ENSG00000165194;NM_020766
ENSG00000217738;XM_001720182
ENSG00000177117;XM_372741
ENSG00000172661;NM_015262
ENSG00000117620;NM_012243
ENSG00000066136;NM_001142589
ENSG00000091947;NM_032376
ENSG00000204843;NM_004082
ENSG00000146540;NM_032350
ENSG00000101849;NM_001139467
ENSG00000188419;NM_000390
ENSG00000142453;NM_199141
ENSG00000172935;NM_001098515
ENSG00000114942;NM_001959
ENSG00000130595;NM_001042780
ENSG00000185869;NM_001037232
ENSG00000044459;NM_001114395
ENSG00000154556;NM_001145673
ENSG00000188234;NM_133446
ENSG00000178287;NM_058203
ENSG00000164751;NM_000318
ENSG00000165192;NM_080873
ENSG00000115593;NM_198274
ENSG00000176381;NM_175922
ENSG00000188649;NM_001001732
ENSG00000130150;NM_152581
ENSG00000078304;NM_178586
ENSG00000131378;NM_015150
ENSG00000114439;NM_001142568
ENSG00000162086;NM_153028
ENSG00000167286;NM_000732
ENSG00000174405;NM_206937
ENSG00000114520;NM_003794
ENSG00000134461;NM_001009943
ENSG00000136878;NM_001008563
ENSG00000173818;NM_001164638
ENSG00000018236;NM_001843
ENSG00000184560;NM_175734
ENSG00000174579;NM_001145417
ENSG00000163286;NM_031313
ENSG00000129757;NM_001122631
ENSG00000100288;NM_001145135
ENSG00000170092;NM_175064
ENSG00000216649;NM_001098405
ENSG00000204839;NM_001100878
ENSG00000183038;XM_001129425
ENSG00000183844;NM_206964
ENSG00000119487;NM_001006620
ENSG00000205019;XM_934334
ENSG00000163520;NM_001165035
ENSG00000134007;NM_003814
ENSG00000161048;NM_001122838
ENSG00000180479;NM_016536
ENSG00000218802;XM_001131929
ENSG00000132522;NM_004489
ENSG00000196862;NM_032260
ENSG00000212776;XM_001715837
ENSG00000169583;NM_004669
ENSG00000176177;NM_152512
ENSG00000109181;NM_001144767
ENSG00000128578;NM_020704
ENSG00000166908;NM_024779
ENSG00000186185;NM_001080443
ENSG00000154040;NM_138644
ENSG00000186787;NM_001006681
ENSG00000011021;NM_021735
ENSG00000141562;NM_012336
ENSG00000111554;NM_017440
ENSG00000174111;NM_014598
ENSG00000138892;NM_001080447
ENSG00000101306;NM_033118
ENSG00000179082;NM_001012715
ENSG00000171720;NM_003883
ENSG00000121742;NM_001110221
ENSG00000067596;NM_004941
ENSG00000203811;NM_021059
ENSG00000116726;NM_001080830
ENSG00000119698;NM_058237
ENSG00000203813;NM_021059
ENSG00000152601;NM_207292
ENSG00000105523;NM_017708
ENSG00000164896;NM_033015
ENSG00000118432;NM_001160226
ENSG00000220256;XM_001721975
ENSG00000150750;NM_198498
ENSG00000114115;NM_002899
ENSG00000187266;NM_000121
ENSG00000107862;NM_004193
ENSG00000162852;NM_152609
ENSG00000144028;NM_014014
ENSG00000131778;NM_004284
ENSG00000153094;NM_138621
ENSG00000154767;NM_001145769
ENSG00000092529;NM_024344
ENSG00000206320;NM_172197
ENSG00000178440;XM_001719607
ENSG00000183208;NM_001013657
ENSG00000140937;NM_001797
ENSG00000132681;NM_144699
ENSG00000179151;NM_025083
ENSG00000215910;XM_002342031
ENSG00000134504;NM_198991
ENSG00000188176;NM_198501
ENSG00000170534;NM_144706
ENSG00000215845;NM_001113207
ENSG00000100600;NM_005606
ENSG00000081770;NM_004536
ENSG00000185499;NM_001018016
ENSG00000164294;NM_001008397
ENSG00000170145;NM_015191
ENSG00000153914;NM_001077199
ENSG00000120217;NM_014143
ENSG00000163328;NM_001033045
ENSG00000187479;NM_001145033
ENSG00000125651;NM_002096
ENSG00000058063;NM_014616
ENSG00000125755;NM_004819
ENSG00000206156;NM_001176
ENSG00000213199;NM_004769
ENSG00000135678;NM_001874
ENSG00000183128;NM_001129742
ENSG00000102934;NM_015993
ENSG00000005189;NM_030941
ENSG00000163606;NM_170780
ENSG00000067369;NM_001141979
ENSG00000198324;NM_144671
ENSG00000206491;NM_001077497
ENSG00000105726;NM_020410
ENSG00000101890;NM_001522
ENSG00000056998;NM_001079855
ENSG00000120253;NM_198887
ENSG00000182718;NM_001002857
ENSG00000138380;NM_001104586
ENSG00000131475;NM_032353
ENSG00000177300;NM_001111319
ENSG00000160007;NM_004491
ENSG00000118298;NM_012113
ENSG00000127418;NM_001004356
ENSG00000141101;XM_001726682
ENSG00000196427;NM_001143987
ENSG00000203852;NM_021059
ENSG00000087365;NM_006842
ENSG00000005981;NM_016116
ENSG00000163600;NM_012092
ENSG00000205177;NM_001166692
ENSG00000140835;NM_005769
ENSG00000175387;NM_001003652
ENSG00000180592;NM_207371
ENSG00000130203;NM_000041
ENSG00000170847;NM_001029
ENSG00000144891;NM_009585
ENSG00000166275;NM_144591
ENSG00000214336;NM_001135649
ENSG00000165219;NM_015635
ENSG00000116030;NM_003352
ENSG00000166667;NM_001031618
ENSG00000085276;NM_001105077
ENSG00000044012;NM_007102
ENSG00000079215;NM_001166695
ENSG00000185038;XM_001721240
ENSG00000148803;NM_001098483
ENSG00000165156;NM_007222
ENSG00000155085;XM_002342685
ENSG00000182923;NM_001042384
ENSG00000215468;XM_208261
ENSG00000138185;NM_001164182
ENSG00000140044;NM_130469
ENSG00000204877;XM_002346235
ENSG00000047230;NM_175859
ENSG00000206032;XM_002346969
ENSG00000081277;NM_000299
ENSG00000008128;XM_001714086
ENSG00000166128;NM_016530
ENSG00000141582;NM_003655
ENSG00000163159;NM_005997
ENSG00000155659;NM_007268
ENSG00000119969;NM_018063
ENSG00000106686;NM_001039395
ENSG00000165828;NM_145202
ENSG00000188124;NM_001004490
ENSG00000146094;NM_001144875
ENSG00000189430;NM_001145457
ENSG00000119508;NM_173200
ENSG00000101843;NM_002814
ENSG00000100010;NM_001003704
ENSG00000155545;NM_152622
ENSG00000125319;NM_024032
ENSG00000116353;NM_001024732
ENSG00000185437;NM_001001713
ENSG00000156049;NM_004297
ENSG00000140464;NM_002675
ENSG00000100490;NM_004196
ENSG00000187990;NM_003518
ENSG00000123975;NM_001827
ENSG00000119946;NM_020348
ENSG00000206435;NM_005514
ENSG00000173578;NM_005283
ENSG00000204279;NM_001017931
ENSG00000186314;NM_138492
ENSG00000170088;NM_001100389
ENSG00000113282;NM_014666
ENSG00000039560;NM_001145522
ENSG00000119599;NM_015604
ENSG00000078699;NM_001032999
ENSG00000118513;NM_001161657
ENSG00000147642;NM_017786
ENSG00000101335;NM_181526
ENSG00000184012;NM_001135099
ENSG00000168522;NM_002027
ENSG00000113580;NM_001018077
ENSG00000182831;NM_014117
ENSG00000204880;XM_002346235
ENSG00000206372;NM_000063
ENSG00000115687;NM_015148
ENSG00000169249;NM_005089
ENSG00000147041;NM_138780
ENSG00000196557;NM_001005407
ENSG00000219200;NM_001004333
ENSG00000107643;NM_139047
ENSG00000144852;NM_033013
ENSG00000165995;NM_201571
ENSG00000212725;NM_033032
ENSG00000138777;NM_176866
ENSG00000171357;NM_001013615
ENSG00000206450;NM_005514
ENSG00000118197;NM_001031725
ENSG00000206452;NM_005514
ENSG00000102891;NM_032935
ENSG00000179841;NM_004857
ENSG00000132010;NM_021143
ENSG00000151322;NM_001165893
ENSG00000221865;NM_001039374
ENSG00000212724;NM_033032
ENSG00000166396;NM_001040147
ENSG00000198908;NM_030639
ENSG00000187116;NM_181879
ENSG00000213503;NM_001080143
ENSG00000155926;NM_001045557
ENSG00000184538;NM_032260
ENSG00000125107;NM_206999
ENSG00000137310;NM_001077511
ENSG00000143954;NM_001008387
ENSG00000164209;NM_138773
ENSG00000147896;NM_020124
ENSG00000066427;NM_030660
ENSG00000213505;NM_001080143
ENSG00000213504;NM_001080143
ENSG00000105701;NM_012181
ENSG00000203770;NM_001127387
ENSG00000196735;XM_001722105
ENSG00000203771;NM_001127387
ENSG00000173826;NM_030779
ENSG00000186480;NM_198337
ENSG00000100979;NM_006227
ENSG00000166220;NM_152710
ENSG00000089053;NM_016237
ENSG00000148346;NM_005564
ENSG00000054116;NM_014408
ENSG00000148219;NM_198187
ENSG00000154553;NM_014476
ENSG00000075785;NM_004637
ENSG00000222023;NM_012196
ENSG00000127533;NM_003950
ENSG00000217555;NM_016326
ENSG00000132953;NM_022459
ENSG00000206207;NM_001145338
ENSG00000204899;NM_001071775
ENSG00000143786;NM_152495
ENSG00000124374;NM_020459
ENSG00000178104;XM_001724370
ENSG00000161847;NM_133452
ENSG00000139684;NM_001984
ENSG00000198153;NM_001099269
ENSG00000158813;NM_001005612
ENSG00000108561;NM_001212
ENSG00000156232;NM_001080435
ENSG00000080166;NM_001129889
ENSG00000111729;NM_016184
ENSG00000165694;NM_194277
ENSG00000114948;NM_003812
ENSG00000011021;NM_021736
ENSG00000140259;NM_005926
ENSG00000153207;NM_015446
ENSG00000073921;NM_001008660
ENSG00000163975;NM_005929
ENSG00000062582;NM_032014
ENSG00000174799;NM_025009
ENSG00000042980;NM_014265
ENSG00000135045;NM_017998
ENSG00000187714;NM_003055
ENSG00000184005;NM_001160011
ENSG00000197153;NM_003530
ENSG00000173653;NM_005133
ENSG00000108296;NM_017748
ENSG00000167325;NM_001033
ENSG00000183127;NM_001005221
ENSG00000170382;NM_006338
ENSG00000186146;XM_001720601
ENSG00000164096;NM_001001701
ENSG00000164850;NM_001098201
ENSG00000124541;NM_033112
ENSG00000149735;NM_130769
ENSG00000172780;XM_001723593
ENSG00000136108;NM_018204
ENSG00000198646;NM_014071
ENSG00000211452;NM_001039716
ENSG00000136866;NM_003408
ENSG00000185670;NM_024784
ENSG00000196352;NM_000574
ENSG00000215372;NM_001164457
ENSG00000167766;NM_001105554
ENSG00000164823;NM_004337
ENSG00000152409;NM_152405
ENSG00000075303;NM_018843
ENSG00000123143;NM_002741
ENSG00000123989;NM_024536
ENSG00000204741;XM_001716847
ENSG00000100884;NM_006032
ENSG00000175029;NM_022802
ENSG00000081248;NM_000069
ENSG00000203769;NM_001127387
ENSG00000107249;NM_001042413
ENSG00000203767;NM_001127387
ENSG00000203766;NM_001127387
ENSG00000172489;NM_001004747
ENSG00000204560;NM_003587
ENSG00000004455;NM_001625
ENSG00000184012;NM_005656
ENSG00000068976;NM_001164716
ENSG00000112624;NM_015349
ENSG00000217907;XM_372214
ENSG00000112511;NM_002636
ENSG00000213416;NM_031854
ENSG00000197971;NM_001025092
ENSG00000165887;NM_020349
ENSG00000128708;NM_001033085
ENSG00000184402;NM_198935
ENSG00000221814;NM_007284
ENSG00000131069;NM_018677
ENSG00000143257;NM_001077479
ENSG00000197043;NM_001155
ENSG00000185860;NM_178550
ENSG00000181467;NM_002886
ENSG00000182324;NM_170720
ENSG00000105650;NM_001098819
ENSG00000185033;NM_020210
ENSG00000130669;NM_001014832
ENSG00000196284;NM_003599
ENSG00000204472;NM_032955
ENSG00000105675;NM_000704
ENSG00000144808;NM_001012983
ENSG00000196532;NM_003537
ENSG00000196421;NM_207349
ENSG00000124222;NM_001134773
ENSG00000064042;NM_001112720
ENSG00000092108;NM_016106
ENSG00000140682;NM_015927
ENSG00000197536;NM_001013717
ENSG00000160305;NM_015151
ENSG00000204776;XM_001716705
ENSG00000125520;NM_020062
ENSG00000163249;NM_001142300
ENSG00000109906;NM_006006
ENSG00000148411;NM_144653
ENSG00000197249;NM_001127701
ENSG00000215374;XM_001720682
ENSG00000144959;NM_001146278
ENSG00000182670;NM_003316
