File Name HCC011_K.txt , Type a HCC  normalized	File Name HCC013_K.txt , Type a HCC  normalized	File Name HCC015_WH_KM.txt , Type a HCC  normalized	File Name HCC022_WH_KM.txt , Type a HCC  normalized	File Name HCC025WH.txt , Type a HCC  normalized	File Name HCC031.txt , Type a HCC  normalized	File Name HCC103_WH.txt , Type a HCC  normalized	File Name HCC104.txt , Type a HCC  normalized	File Name HCC105.txt , Type a HCC  normalized	File Name HCC107_WH.txt , Type a HCC  normalized	File Name HCC108.txt , Type a HCC  normalized	File Name HCC114.txt , Type a HCC  normalized	File Name HCC116_K.txt , Type a HCC  normalized	File Name HCC119.txt , Type a HCC  normalized
1.11	4	1.22	2.39	4.24	1.16	3.2	3.21	1.88	0.33	4.09	3.98	2.56	5.16
1.82	2	0.81	2.89	1.52	1.57	0.69	1.06	2.65	1.91	1.63	2.38	1.62	1.83
1.6	2.25	1.7	1.9	4.57	1.35	0.97	1.58	1.3	0.26	0.45	1.93	2.04	1.69
4.39	3.12	0.93	0.82	0.41	1.2	0.98	3.47	2.64	0.41	1.47	1.61	0.76	2.21
0.52	2.05	1.44	3.44	1.19	4.83	0.48	2.08	1.92	1.35	1.65	4.22	2.77	3
1.82	2.44	1.13	0.58	0.47	1.39	0.56	0.7	0.49	1.69	5	1.98	1.93	2.63
2.16	2.28	2.05	0.94	0.75	0.48	1.6	0.62	0.73	1.93	0.59	0.97	1.85	1.98
1.88	1.27	1.16	1.78	0.79	0.52	0.72	1.92	1.42	0.37	3.78	1.43	3.27	2.68
0.95	1.41	1.67	1.08	1.23	0.36	0.93	1.51	0.78	0.52	4	0.77	1.52	1.17
3.42	0.99	0.91	0.83	0.74	0.75	0.31	0.97	2.24	0.71	2.61	0.45	0.35	1.98
1.19	1.72	0.66	1.06	0.62	1.15	1.16	0.4	1.13	1.55	0.8	1.82	2.9	0.67
0.73	0.12	0.13	0.34	0.14	1.02	0.8	0.31	0.66	1.43	0.63	2.97	0.41	5.19
0.31	0.97	0.11	0.65	1.06	1.06	1.09	2.35	0.3	0.33	0.35	0.91	2.47	0.21
1.2	3.29	1.94	1.11	1.4	1.85	0.56	2	0.24	1.94	0.43	0.78	1.68	1.43
2.16	3.81	4.17	5.31	2.01	9.45	1.7	2.21	3.69	0.72	9.3	9.8	4.58	1.74
3.54	1.88	1.27	2.33	3.4	2.38	1.28	1.86	1.71	3.55	3.68	5.13	3.09	1.83
2.53	1.12	1.35	3.83	1.39	2.78	0.9	2.51	4.5	1.42	1.24	1.91	1.36	2.38
1.14	1.39	0.48	2.42	2.95	0.84	0.87	1.25	1.39	0.73	8.53	0.31	1.51	2.88
1.96	5.38	0.6	0.36	0.71	2.62	0.28	0.72	2.57	0.41	2.77	0.33	2.79	2.91
2.44	0.31	1.07	0.46	0.53	1.1	6.03	18.75	0.98	1.36	0.5	0.25	0.85	10.09
0.63	1.12	0.89	2.35	1.14	0.4	3.35	7.42	1	2.17	3.31	3.04	1.53	4.81
2.02	2.74	2.04	0.97	0.99	0.81	1.94	1.68	1.3	1.51	2.56	1.84	0.85	1.37
1.6	3.3	3.66	1.29	4.01	5.67	3.82	3.21	2.71	1.32	3.08	3.85	5.5	7.28
1	0.77	0.4	1.02	1.92	0.75	3.82	0.64	4.58	0.88	1.83	2.82	1.18	1.99
0.68	3.64	3.5	0.9	0.9	0.74	1.66	3.44	1.66	1.47	0.85	3.63	1.67	0.75
0.72	2.48	1.17	1.45	0.93	2.61	2.17	1.08	1.07	0.97	3.81	2.72	0.5	3.44
0.47	1.31	0.98	1.01	0.34	2.59	0.39	0.87	7.6	0.24	1.92	0.59	2.61	1.32
0.97	0.47	0.39	0.75	0.73	0.45	2.05	4.28	1.15	1.07	0.43	12.64	0.71	6.25
0.79	1.45	1.58	1.97	1.78	0.54	2.55	1.45	0.84	0.77	1.57	2.76	1.41	0.62
3.36	1.15	0.76	1.27	2.44	0.81	0.68	2.37	0.67	2.12	1.64	2.25	1.31	1.02
0.81	1.75	1.64	2.09	1.78	3.8	0.53	0.48	0.17	1.26	1.34	1.74	3.13	0.89
1.45	2.74	0.33	0.25	0.7	0.99	0.6	1.22	0.93	0.63	0.78	0.63	0.65	7.05
3.49	0.77	1.92	1.54	1.46	2.82	2.99	5.11	0.71	1.16	3.96	3.98	4.17	5.86
1.42	0.85	2.96	0.93	3.46	4	0.86	2.72	2.09	0.59	1.42	1.52	0.4	1.39
2.58	2.43	0.48	1.44	1.09	2.44	6.14	3.85	2.7	2.71	4.73	4.34	2.09	1.28
0.74	1.15	0.98	0.36	0.74	0.61	1.11	0.85	1.06	0.6	0.98	2.19	1.48	0.31
3.44	1.09	0.57	1.85	0.76	4.54	0.78	2.07	1.92	0.34	1.53	0.47	3.23	25.76
5.03	1.48	0.32	0.48	0.96	1.43	1.48	0.46	1.79	4.99	1.99	1.59	1.03	1
2.1	0.83	1.15	1.46	3.35	1.03	2.43	1.59	0.54	1.39	2.63	1.84	0.96	2.97
1.05	1.11	0.89	0.79	1.47	0.93	0.4	0.74	2.16	0.6	2.2	1.79	0.89	3.02
1.02	1.75	1.48	1.98	3.43	4.7	2.55	1.4	4.06	3.93	1.67	4.65	2.45	6.57
0.48	0.99	0.75	0.58	0.7	0.32	0.23	0.53	0.28	0.39	0.88	3.38	1.31	2.13
0.75	0.61	1.8	0.85	0.59	0.57	0.7	0.89	0.78	0.72	0.67	0.78	1.47	1.03
0.37	0.67	0.74	0.36	0.16	0.69	0.72	1.64	0.74	0.94	1.65	0.46	1.27	0.48
1.85	1.73	0.84	0.93	0.59	0.72	0.95	1	4.17	2.4	0.3	2.22	0.87	1.49
1.18	0.82	0.34	1.81	0.95	0.27	1.48	0.46	0.48	0.96	3.27	0.29	1.23	3.28
1.29	1.45	0.81	0.99	1.18	0.55	0.89	1.83	1.06	1.75	1.54	1.4	0.62	0.97
0.84	0.56	0.93	0.82	0.71	2.95	0.49	1.34	3.19	2.16	3.15	1.23	1.11	2.42
0.66	2.48	1.27	0.44	0.42	2.27	1.22	2.71	0.33	1.37	0.82	2.03	0.85	1.84
1.34	1.39	0.87	0.62	0.96	1.3	2.84	1.18	3.8	2.85	2.45	0.8	0.47	2.66
0.99	0.41	1.79	2.67	1.71	2.42	0.81	1.31	2	2.11	1.84	4.86	1.88	1.45
0.31	0.4	2.57	1.65	2.51	0.26	0.11	0.11	0.68	0.1	1.37	0.04	1.41	0.15
8.38	0.53	0.75	1.14	0.39	0.52	2.08	1.54	0.2	0.61	1.11	0.68	1.46	0.43
0.36	0.32	0.94	0.55	0.53	0.23	0.15	0.32	0.07	0.36	1.14	0.19	1.29	0.03
2.58	2.66	1.85	1.49	0.7	0.62	6.57	8.87	1.05	2.3	0.23	4.47	1.19	1.42
0.56	0.47	0.21	0.57	0.53	1.16	0.97	0.44	0.48	0.45	0.55	1.26	0.51	0.61
0.91	3.07	0.63	1.65	1.21	1.74	3.28	3.44	4.76	1.18	3.81	3.31	1.2	4.32
1.83	0.27	1.36	0.79	1.46	0.31	0.67	0.39	3.19	0.83	0.49	1.09	1.27	1.73
1.58	1	0.67	3.09	1.19	0.46	0.62	0.27	0.21	0.57	1.26	0.89	0.63	6.62
3.32	3.08	2.23	1.15	2.43	4.99	5.92	12.33	1.86	2.95	3.19	6.98	3.92	3.1
1.51	3.77	0.74	1.13	1.36	0.8	1.1	0.38	3.95	2.66	1.01	5.78	1.46	10.88
0.98	2.28	1.21	0.89	1.16	1.08	0.45	2.21	1.49	0.75	3.84	2.35	2	2.55
0.72	0.7	0.39	1.18	1.1	1.01	1.08	1.64	0.55	0.56	0.59	1.21	1.02	1.19
1.51	0.21	0.9	0.76	0.33	0.78	0.5	0.72	1.47	0.32	2.85	0.56	0.33	2.9
0.91	0.59	0.39	0.85	1	2.4	0.82	3.01	0.67	0.88	2.13	1.01	1.7	1.52
1.96	0.96	1.54	2.2	0.9	0.79	0.39	1.81	0.59	2.45	1.21	1.27	1.55	1.04
0.8	1.34	0.89	0.91	2.16	0.85	2.09	0.86	1.99	0.85	0.98	2.67	3.02	2.64
1.06	1.36	0.31	0.45	1.11	2.8	0.58	1.32	0.55	0.78	1.68	1.57	1.2	2.3
1.89	0.66	0.31	0.61	1.18	0.77	0.11	0.55	0.77	0.95	12.28	1.13	1.06	1.37
0.44	0.99	0.6	1.05	0.89	0.9	3.89	0.9	1.37	1.46	6.52	15.58	0.89	4.22
1.08	1.13	2.4	0.69	1.8	1.99	0.88	39.74	0.71	5.91	1.5	1.33	1.33	46.3
0.31	3.11	0.74	1.25	0.8	0.69	0.86	2.05	2.84	0.65	0.39	1.98	0.54	5.28
0.33	0.39	0.4	0.67	0.9	1.21	0.97	0.86	0.18	1.88	0.26	1.33	0.19	0.18
0.52	1.68	1.84	1.27	1.35	2.65	4.87	5.83	2.8	2.4	9.27	1.62	1.64	16.67
1.52	1.43	1.08	1.43	0.6	1.62	1.63	2.99	0.68	1.33	1.11	3.15	2.87	3.84
0.98	0.46	1.1	0.83	0.55	0.71	1.98	2.2	0.94	1.34	8.47	1.31	1.18	1.44
0.43	0.28	0.12	0.23	0.15	0.54	1.9	0.88	0.89	0.32	0.27	2.51	4.65	0.38
3.07	3.98	3.8	1.85	2.69	0.78	2.36	1.4	2.36	1.8	2.66	0.66	1.61	3.47
1.12	0.95	0.07	0.59	0.24	0.28	0.26	0.3	0.6	1.51	1.23	1.59	0.51	5.01
0.82	1.48	0.76	1.15	0.48	0.66	2.57	2.22	0.29	2.05	0.36	1.39	0.62	0.2
1.05	0.45	1.08	1.9	1.9	2.6	0.67	3.01	0.73	2.13	1.45	10.35	1.75	12.04
0.4	1.28	0.57	1.04	0.7	3.76	1.24	1.26	0.54	0.85	1.78	0.51	2.3	2.09
1.82	1.72	0.91	1.71	2.41	5.59	2.39	4.99	2.41	1.53	4.14	1.96	1.76	4.96
1.38	1.34	0.86	0.49	0.71	0.8	1.64	1	0.49	0.89	0.5	0.94	0.47	0.53
1.06	0.81	0.78	1.16	0.3	0.48	1.26	1.37	0.65	0.92	1.46	1.82	0.46	1.74
1.31	0.38	1.14	1.18	2	1.67	3.3	1.83	0.47	0.52	0.48	1.56	0.42	3.26
1.26	0.33	0.76	0.2	0.63	1.25	0.42	0.78	0.39	0.69	0.62	0.41	0.53	1.6
1.85	1.61	0.86	1.08	0.81	1.63	2.22	6.34	0.58	0.66	2.07	3.34	1.57	1.83
0.82	1.31	0.41	0.84	0.63	1.51	1.02	1.43	0.35	1.45	0.38	3.28	1.64	0.16
1.33	0.71	1.43	1.01	0.33	1.14	1.07	1.59	1.14	2.14	3.37	2.21	2.37	1.43
0.27	2.32	1.29	1.38	0.4	0.47	1.23	0.97	0.67	0.97	1.55	2.01	1.43	2.13
0.98	0.46	1.19	2.3	2.03	1.28	1.39	1.46	3.23	1.46	3.83	3.52	0.98	3.03
1.11	0.59	0.59	0.35	0.77	2.63	0.3	1.72	0.75	0.27	2.79	4.39	0.4	2.91
0.99	0.69	0.47	0.16	0.25	0.09	0.54	0.59	0.24	0.18	0.19	0.55	0.28	0.23
2.4	1.29	1.19	1.06	2.39	1.07	1.24	3.63	1.11	0.82	0.63	1.5	0.52	0.7
0.44	1.28	0.23	0.28	1.51	1.85	0.89	1.02	1.66	1.18	1.01	1.71	0.43	1.64
0.65	0.63	1.06	1.27	1.29	2.07	3.37	1.01	1.46	1.56	3.44	1.95	0.32	1.78
0.6	2.12	1.48	2.57	1.5	1.03	2.61	0.46	1.41	3.02	1.8	1.75	0.82	2.58
3.32	0.42	0.42	2.26	1	1.4	0.68	0.59	1.55	2.8	1.62	1.98	4.38	0.27
1.1	1.19	1.29	1.12	1.24	2.34	0.75	2.71	2.35	1.67	0.38	2.03	1.99	1.43
1.47	0.75	1.15	2.58	1.81	8.26	0.9	1.3	1.21	3.27	1.27	2.41	1.97	11
0.79	2.44	1.13	1.09	0.46	2.65	1.01	2.01	1.71	0.71	1.88	0.6	2.04	2.45
0.91	1.99	1.32	1.47	0.81	1.25	0.62	0.76	0.67	1.09	1.22	1.26	2.33	1.28
0.57	0.43	0.55	1.39	0.44	0.34	1.4	1.59	0.62	1.63	0.48	2.8	0.73	3.15
1.79	1	1.18	1.27	1.58	2.54	1.19	3.75	0.51	1.32	1.23	3.22	1.18	2.89
0.82	1.85	0.59	0.63	0.58	0.47	1.44	0.65	0.76	0.63	0.35	0.27	1.29	3.41
1.5	3.46	0.75	1.2	0.78	1.28	1.5	0.83	1.18	2.35	1.45	4.13	1.91	1.33
1.17	0.84	0.55	1.24	0.36	0.73	2.19	1.31	0.4	1.18	1.72	1.52	0.63	2.42
2.77	1.83	2.1	1.98	1.24	0.9	2.28	4.98	1.21	2.13	2.72	3.78	4.4	1.29
0.79	0.73	0.88	0.28	0.9	0.52	0.8	0.89	0.98	1.36	0.37	1.28	0.45	1.31
1.8	0.87	0.75	0.85	0.6	4.2	0.32	0.97	2.11	0.55	0.85	1.94	0.39	4.99
0.59	2.19	0.88	1.06	0.67	1.24	2.32	1.52	1.25	0.77	1.65	1.47	1.99	0.86
0.93	0.03	0.02	0.98	0.06	0.84	0.06	0.01	0.05	0.1	2.17	0.28	1.75	0.03
1.31	0.73	0.79	0.46	0.59	0.67	0.82	0.16	1.2	0.48	0.38	1.07	0.69	0.39
1.55	3.49	12.34	1.05	2.68	8.83	7.41	1.55	1.36	0.99	1.34	3.01	1.14	1.25
1.09	0.58	0.48	0.85	0.56	1.18	2.17	1.48	1.6	0.61	2.33	1.73	0.54	1.48
1.05	0.94	0.14	1.12	0.54	0.06	0.12	0.92	1.34	0.18	0.9	2.39	0.11	0.77
0.91	1.5	0.58	0.97	0.68	0.63	2.97	4.68	1.03	8.56	1.09	35.65	1.33	2.22
1.5	0.55	0.4	0.93	1.22	1.05	1.37	2.59	0.58	2.14	2.42	0.78	0.62	3.88
0.92	1.06	0.81	0.8	0.36	0.44	1.42	0.76	0.6	1.11	4.3	1.04	0.52	3.08
1.71	2.69	2.18	1.27	1.59	0.91	1.56	1.24	2.02	2.08	2.52	3.67	0.67	1.06
0.73	2.05	2.01	1.65	1.06	1.07	1.51	1.65	0.79	1.02	1.46	2.84	0.76	2.12
1.35	1.4	1.09	0.52	0.65	1.33	1.49	1.01	0.58	2.27	1.07	1.65	0.76	2.99
0.66	0.92	0.35	0.95	0.72	0.85	0.45	2.88	1.36	1.11	2.25	1.57	0.33	2.72
0.34	0.94	0.35	0.66	1.59	0.74	1.06	2.1	0.84	0.7	0.78	1.15	0.21	1.39
0.81	1.15	0.34	0.37	0.23	0.51	0.15	0.54	0.31	0.2	0.54	0.33	0.71	0.69
0.25	0.91	1.02	1.27	0.97	0.41	1.16	4.19	1	1.22	4.5	2.96	1.37	5.08
1.52	0.67	1.03	1.1	1.61	2.17	0.66	0.24	1.12	3.92	3.46	1.43	0.39	5.39
1.2	1	0.78	1.29	2.61	0.49	0.61	0.42	0.97	0.68	3.98	3.62	3.46	4.34
2.05	1.28	1.19	1.53	1.99	4.47	2.22	1.51	2.29	1.81	0.59	0.65	3.84	5.56
1.22	0.97	0.97	0.72	0.32	0.64	0.57	1.29	0.62	2.11	1.21	2.62	0.93	1.93
0.65	2.67	0.56	1.64	1.21	0.27	0.85	0.85	0.39	0.9	0.64	0.24	0.56	0.76
1.29	1.81	0.81	0.77	1.57	0.55	0.6	0.29	0.69	1.23	13.07	2.74	1.88	6.05
1.82	3.24	0.92	2.6	1.19	2.91	2.06	1.19	1.95	1.28	4.01	2.39	0.85	0.35
0.4	1.45	0.63	0.83	2.17	1.43	0.36	0.67	0.26	1.45	3.06	0.99	1.36	3.47
4.04	0.46	0.28	1.5	0.33	0.38	1.54	2.62	0.29	0.92	1.9	1.22	0.62	1.72
0.56	0.82	0.57	0.41	0.92	0.35	1.25	0.67	0.32	1.05	0.69	1.72	0.88	2.31
1.44	0.74	0.7	3.02	2.17	1.64	1.63	1.64	1.28	1.87	1.3	1.17	0.8	0.78
2.67	4.67	0.01	0.02	0.01	0.01	3.1	0.1	1.33	4.03	0.01	1.54	0.18	7.89
0.22	1.23	0.64	1.47	1.89	1.64	2.55	1.4	1.3	0.33	2.47	0.83	1.29	2.08
1.62	2.09	3.69	2.71	0.6	4.59	2.67	4.67	2.78	2.86	2.86	1.21	3.47	2.19
0.32	4.99	0.11	0.18	0.19	0.24	0.61	0.07	1.2	1.38	0.05	0.44	0.33	38.01
0.85	1.97	1.83	1.97	1.01	2.74	3.1	2.18	3.07	0.85	4.7	1.16	1.9	6.13
0.97	1.33	0.72	1.02	0.63	0.37	0.07	0.06	0.54	0.81	0.08	0.27	1.42	0.03
7.68	0.39	0.43	0.65	1.38	0.35	0.61	1.64	1.7	2.39	0.96	1.03	0.73	0.57
1.14	0.72	0.62	1.6	1.29	0.71	0.21	0.34	1.01	0.38	0.54	1.14	0.3	0.97
0.58	1.06	0.79	0.72	1.3	3.68	1.81	2.4	1.14	0.7	2.06	1.54	1.99	0.62
1.17	0.81	1.06	1.17	1.41	1	0.35	1.12	0.48	0.6	2.3	1.08	0.84	2.52
0.22	3.49	0.12	0.13	0.14	0.21	1.01	0.17	0.25	1.27	0.06	0.26	0.15	16.68
0.8	1.01	0.87	0.31	1.45	0.27	0.89	0.81	0.7	1.11	2.39	1.18	1.09	1.58
1.97	0.44	0.21	0.82	0.2	0.69	0.59	0.62	0.57	1.52	0.49	2.53	0.67	2.11
1.06	1.68	0.44	0.96	0.66	0.18	1.15	0.46	1.4	3.56	0.99	1.83	0.87	4.3
0.7	2.61	1.44	0.78	0.7	0.9	0.73	0.63	0.88	0.35	1.63	1.83	0.5	0.67
1.94	1.41	1.84	1.1	1.19	4.44	0.85	0.69	2.42	0.88	1.25	1.38	1.4	2.75
0.36	0.34	0.18	0.54	0.47	1.01	0.44	0.42	0.68	1.02	0.9	1.14	0.78	3.18
2.08	1.18	3.05	2.38	0.61	0.23	0.35	1.7	0.78	2.28	1.06	1.33	0.56	0.63
2.45	1.47	1.17	1.48	0.54	0.48	0.74	1.54	1.44	0.52	1.2	1.28	2.17	0.47
1.28	2.55	0.54	1.11	1.58	1.67	0.46	2.79	0.9	0.97	4.93	0.28	0.97	8.3
1.03	1.28	0.59	1.84	0.41	0.12	0.17	0.73	1.48	0.18	1.59	1.34	1.09	1.02
2.53	1.32	0.83	1.73	4.2	2.94	0.96	1.91	1.82	0.96	0.71	1.07	3.26	1.76
5.01	0.39	0.44	0.23	1.13	0.6	0.75	1.15	0.95	0.93	1.62	0.88	0.31	0.35
0.47	0.45	0.28	1.2	0.46	0.54	0.96	0.37	0.56	1.07	0.48	5.55	0.25	1.7
0.41	0.86	0.33	0.75	0.48	0.53	0.31	0.32	0.26	0.96	1.46	1.41	0.47	13.15
1.29	1.69	0.64	0.38	1.01	0.36	0.5	2.11	0.95	0.77	0.71	1.37	2.72	1.16
0.84	0.66	2.07	1.53	3.57	0.72	0.58	2.19	0.92	3.39	2.22	1.48	1.42	4.87
0.14	33.55	0.21	0.24	2.92	0.06	1.18	0.97	48.31	13.02	23.77	5.32	6.59	0.15
1.45	2.82	0.4	0.85	2.96	0.65	2.32	2.65	1.52	0.89	1.23	1.49	0.38	2.78
0.71	1.14	0.21	1.25	0.59	2.02	0.38	1.06	0.66	0.8	0.52	2.48	0.41	0.05
4.5	0.33	0.51	0.81	0.95	0.32	0.62	2.19	0.65	0.3	0.26	1.13	0.24	0.22
1.85	2.33	0.47	1.49	0.8	0.92	1.35	0.77	1.15	0.37	1.74	3.65	0.87	1.9
2.27	1.82	0.71	1.37	0.43	2.44	1.06	0.47	0.63	2.62	2.26	2.67	1.2	7.5
0.54	2.12	0.99	0.44	0.26	1.35	0.33	0.98	0.19	0.27	1.23	0.4	0.92	4.25
1.21	2.95	0.35	1.13	1.25	1.03	1.97	0.95	0.87	2.33	7.61	13.8	1.66	1.96
1.28	1.07	1.63	0.84	1.22	1.19	3.28	1.41	0.94	1.64	3.71	2.62	1.22	2.55
0.3	0.74	0.61	0.75	0.3	2.5	0.35	0.92	2.68	1.03	1.68	0.56	1.3	5.57
0.4	0.58	1.6	0.29	0.72	0.58	1.88	3.2	0.17	0.65	0.45	1.73	0.36	3.42
1.77	5.05	1.63	1.99	3.5	3.58	2.73	2.89	1.58	2.71	4.66	5.25	3.56	8.98
0.35	0.32	0.75	0.6	2.77	1.81	1.53	0.5	1.44	0.85	1.45	0.76	0.82	1.13
2.51	1.21	0.92	1.61	1.22	1.72	1.47	3.95	1.34	2.47	2.21	2.17	1.49	3.02
0.36	0.86	0.46	0.37	0.3	0.73	0.53	0.94	0.71	0.31	0.27	0.52	0.41	3.28
0.47	2.37	1.94	2.5	1.03	3.63	0.69	1.81	1.44	0.6	1.22	1.97	1.5	2.42
1.96	1.47	0.75	1.14	0.16	0.5	0.12	0.28	2.36	0.81	1.73	0.44	1.14	0.95
0.44	4.87	0.75	5.12	1.4	1.05	3.42	0.75	0.93	0.35	0.76	2.63	1.55	1.68
0.73	0.49	0.9	0.21	0.51	0.28	0.43	1.95	0.59	1.01	0.44	0.31	1.68	2.4
1.29	0.41	0.67	0.18	2.27	0.14	0.62	0.55	0.64	0.38	1.14	0.48	0.9	0.98
0.42	0.87	0.4	0.6	0.41	0.27	0.75	0.84	0.48	1.47	0.95	0.16	0.61	1.46
6.45	0.38	6.04	0.18	6.72	6.4	0.05	0.05	0.51	1.04	10.43	0.03	0.23	0.03
2.01	4.48	0.9	0.79	0.7	5.36	2.27	2.11	1.21	1.09	0.34	1.56	0.88	1.88
7.14	3.95	5.25	0.74	3.79	0.54	3.01	1.77	2.58	0.88	2.96	2.2	1.94	2.59
0.58	0.97	2.13	1.15	0.98	0.33	1.07	4.28	3.25	2.01	5.13	0.86	1.46	5.58
1.65	1.66	161.6	1.27	253.1	133.6	189.9	1.01	1.02	205.1	3.1	1.53	158.1	6.16
0.96	0.51	0.65	1.25	2.36	1.21	0.3	1.06	0.84	2.08	1.41	3.65	1.09	2.54
2.29	0.79	1.26	1.2	1.45	1.58	3.55	2.45	1.02	2.08	3.23	1.4	2.51	10.51
0.64	0.37	1.16	1.05	1.53	0.26	0.4	0.41	0.39	1.54	1.32	1.27	1.7	2.19
0.87	1.9	1.91	1.52	0.79	3.09	0.78	1.99	2.37	0.27	0.66	1.25	0.93	1.05
6.04	5.94	0.52	0.46	0.24	0.12	0.22	0.16	1.24	2.3	2.95	0.41	0.95	0.05
1.02	0.61	1.17	1.78	2.3	3.68	0.52	4.53	0.85	0.8	41.3	0.92	2.03	21.42
1.12	1.42	0.9	1.61	1.97	1.5	0.73	1.14	2.49	1.36	5.64	1.69	1.06	4.09
1.02	1.74	2.1	1.29	1.21	2.46	0.91	1.35	0.55	1.43	2.39	1.25	1.4	1.27
1.29	2.25	0.76	0.21	0.55	0.64	0.5	1.05	0.74	0.51	0.53	2.11	2.63	0.14
1.72	1.35	0.69	0.67	0.87	0.3	0.34	1.04	0.62	0.43	2.94	1.46	0.43	2.24
0.91	0.9	1.18	1.32	1.4	2.1	0.75	4.33	3.83	2.29	0.52	2.39	2.15	1.2
0.84	0.73	0.95	0.24	0.64	0.47	0.44	0.28	1.52	0.48	0.91	0.5	0.45	1.31
1.21	2.64	0.93	0.9	0.49	1.62	1.67	1.19	1.17	0.87	1.17	2.66	0.69	2.28
0.98	1.38	3.14	1.3	1.35	4.56	2.73	3.79	1.07	1.49	3.32	2.24	3.11	4.48
0.41	1.78	2.41	1.18	1.46	2.08	2.29	2.07	0.63	1.08	0.6	3	1.12	3.36
2.5	1.13	8.82	0.89	0.6	2.15	14.42	0.81	2	2.64	0.72	10.89	1.48	0.19
3.3	1.14	2.82	1.49	2.2	2	1.19	1.3	16.49	1.34	1.44	32.13	11.54	4.66
6.43	4.77	0.21	0.11	0.14	0.07	3.47	0.15	2.08	3.74	0.09	1.46	0.44	30.6
0.18	2.34	0.6	0.52	0.96	0.58	1.62	0.18	1.39	1.14	1.9	1.87	0.97	1.48
0.47	0.6	1.48	0.79	0.39	1.63	1.1	0.33	0.85	1.15	1.34	0.36	1.45	2.44
0.85	3.44	0.93	0.34	1.19	0.46	0.54	0.17	0.62	0.58	1.24	0.84	1.08	0.35
3.15	1.37	1.29	1.82	2.6	0.8	2.66	0.67	1.25	1.09	1.02	1.61	3.27	2.46
2.79	1.49	0.87	2.13	2.12	0.31	1.64	6.81	0.73	0.87	1.45	2.03	0.62	0.87
4.25	5.52	0.45	0.26	0.3	0.17	1.58	0.24	1.69	3.39	0.19	0.68	0.99	20.76
1.03	2.74	1.6	1.16	1.34	2.74	4.09	13.87	1.46	0.54	2.34	3.78	1.18	0.53
0.01	0.37	0.02	3.29	0.01	0.02	0.14	0.02	0.01	0.21	0.05	0.29	2.09	0.01
0.4	1.42	0.54	1.19	0.22	1.13	1.1	0.48	0.42	0.64	1.08	1.46	1.24	0.91
3.16	42	2.33	0.3	1.34	5.55	2.93	2.1	7.97	0.81	1.84	0.53	4.39	5.61
0.72	1.45	0.86	0.23	1.07	2.3	0.54	1.16	0.59	0.59	1.38	0.48	2.14	2.15
4.48	2.01	0.79	1.56	1.57	1.56	1.49	0.99	1.31	0.98	0.64	1.34	3.28	1.41
1.3	1.46	0.55	0.94	0.61	0.65	0.67	0.74	0.42	2.41	3.06	2.14	1.17	1.96
0.28	0.4	1.01	0.3	2.38	1.75	0.14	0.1	0.41	0.34	2.91	0.53	1.97	0.91
0.75	0.49	1.1	0.94	2.42	0.99	0.44	1.8	0.95	2.47	0.75	3.5	0.86	1.87
1.07	1.08	2.52	2	0.67	7.1	3.99	16.69	1.47	0.97	4.52	4.33	0.87	8.48
2	1.79	1.7	1.32	1.75	2.26	1.57	4.93	1.99	1.43	4.03	3.85	0.88	12.02
1.22	3.9	1.26	0.75	0.15	0.51	2.89	0.22	1.64	3.61	1.77	3.74	0.23	1.4
0.49	1.71	1.73	0.37	1.12	1.09	0.91	2.23	0.85	0.56	6.61	2.57	0.81	4.41
1.84	5.24	1.52	1.79	0.69	2.83	5.79	22.18	0.59	2.18	1.43	4.38	4.57	20.59
1.07	0.7	0.57	0.95	0.46	1.45	0.53	1.63	0.37	0.98	2	2.31	0.65	1.71
0.52	0.91	0.27	0.82	1.92	10.77	1.25	0.65	0.26	0.8	1.12	0.91	3.22	3.11
0.65	1.94	0.89	1.77	0.96	0.79	0.41	1.25	1.82	0.87	0.62	0.45	0.89	3.15
1.24	2.69	0.55	0.53	0.61	3.6	0.65	0.89	1.73	0.65	1.15	0.27	1.39	4.78
1.24	3.85	1.17	5.1	1.45	1.05	3.29	2.75	2.77	1.11	5.11	12.24	2.39	5.75
2.8	3.64	0.8	0.87	1.18	2.41	1.52	1.42	1.55	2.07	1.47	3.09	1.87	0.9
0.7	0.71	0.43	3.68	1.72	0.46	0.78	0.82	1.22	1.13	1	1.44	1.38	1.27
1.13	1.06	1.06	0.31	1.16	0.17	3.96	2.88	1.47	1.98	0.99	1.98	0.68	3.17
2.26	3.23	1.04	1.07	0.8	0.66	1.86	3.97	1.21	2.57	3.27	2.85	1.93	4.85
2.09	1.21	1.45	1.17	0.53	0.37	3.6	0.78	1.37	3.03	3.73	0.68	3.73	2.96
0.9	0.81	0.62	2.13	0.81	2.11	0.69	3.82	0.71	1.2	0.69	1.88	0.93	1.82
1.35	1.24	2.48	0.47	1.36	2.02	0.52	0.64	0.93	0.87	1.86	1.71	2.92	8.94
0.27	0.56	0.6	1.01	0.52	5.75	0.15	0.11	1.41	0.19	0.25	0.6	2.72	3.06
1.88	1.4	0.71	1.3	0.98	1.37	1.81	1.6	0.93	0.46	2.96	4.67	0.47	3.29
1.31	0.7	1.16	1.55	1.26	13.98	2.37	53.1	0.46	1.2	1.26	0.62	0.76	58.64
1.93	1.75	2.37	0.71	1.72	1.76	0.7	0.62	1.5	0.48	1.69	0.73	1.7	2.94
