Type a HCC  normalized	Type b NNL  normalized	Type c Cirr  normalized
1.48	1.1	2.46
1.42	0.94	1.44
0.83	0.81	0.75
1.88	0.88	1.03
2.38	0.98	3.11
0.75	1.19	1.22
1.45	0.94	1.93
1.58	1.19	1.14
2.07	1.22	1.44
3.14	1.24	3.8
7.45	1.76	6.78
1.28	0.91	4.54
1.54	1.09	1.66
1.16	0.98	0.96
1.1	0.71	0.72
1.12	0.96	0.99
1.89	1.18	1.77
1.36	1.08	1.65
1.99	0.79	1.44
1.4	0.94	1.05
1.63	0.93	3.55
2.11	1.18	0.98
1.34	0.88	1.91
0.62	0.91	0.61
1.96	0.94	1.29
0.88	0.85	0.77
0.97	1.11	3.79
2.64	0.95	2.16
0.47	1	8.87
1.11	0.96	1.65
1.41	0.99	0.73
0.99	0.83	2.44
0.06	0.56	0.51
0.94	0.94	0.43
2.71	1.1	1.82
1.66	1.08	1.55
1.19	0.81	1.4
0.72	0.95	1.1
1.22	1.01	1.38
1.53	1.24	1.89
0.88	0.98	0.47
0.1	0.98	0.4
1.46	1.07	1.33
0.09	1	0.97
0.29	0.97	0.81
1.12	0.75	1.26
1.04	0.96	0.96
0.74	0.91	2.13
0.8	0.79	0.45
0.64	0.86	0.89
1.61	0.97	0.78
0.72	0.88	0.57
0.7	1.25	1.81
1.18	0.96	1.2
1.58	1.16	1.66
1.53	1.13	0.8
1.4	1.05	1.34
0.7	0.74	0.41
0.55	0.57	0.85
1.04	1.03	0.85
0.22	0.77	0.51
2.12	1.12	1.6
1.4	1.32	0.8
1.24	0.84	0.91
1.62	0.95	0.76
2.35	1.23	2.59
1.74	1.16	3.22
1.64	0.8	1.11
0.49	0.84	3.65
1.67	1.04	2.62
1.35	0.83	1.14
1.72	1.24	2.18
1.6	0.97	2.9
1.11	0.78	1.59
1.92	1	1.21
1.32	0.93	1.53
0.92	1.06	1.12
1.54	1.12	1.14
2.06	1.22	1.72
0.93	0.83	0.69
4.64	1.04	0.72
2.08	1.29	1.19
0.83	1.03	0.82
1.01	0.83	1.4
1.69	1.32	2.88
1.75	1.07	0.98
1.64	0.99	2.14
1.07	1.12	1.03
1.45	0.93	2.45
1.69	1.18	1.31
1.12	1.13	1.54
0.4	0.69	11.91
1.82	0.75	1.3
1.45	1.05	1.28
0.87	0.86	1.95
0.57	0.67	1.08
1.28	0.79	1.55
1.3	1.2	2.32
1.65	0.83	0.86
1.23	0.81	2.45
1.38	1.05	1.51
3.28	1.32	2.78
1.67	0.88	0.99
1.57	0.72	0.86
1.25	1.11	2.03
2.22	0.97	4.34
1.27	1.02	1.4
1.9	1.16	2.03
1.64	1.02	0.96
1.18	1.03	0.78
1.62	1.12	0.96
7.13	1.28	7.1
2.58	1.23	2.01
0.72	1.12	0.57
1.08	0.97	1.48
1.35	1.05	0.9
2.41	0.98	1.49
1.72	1.37	1.5
1.27	0.93	2.69
4.67	0.95	2.13
1.37	1.1	1.21
1.82	1.23	1.19
1.17	0.95	2.76
0.9	1.04	2.1
1.76	1.1	1.97
1.26	1.05	1.31
0.86	0.63	1.58
1.58	1.03	2.57
1.55	1.09	1.72
0.78	0.95	1.06
1.11	0.95	1.89
1.21	1.01	0.93
1.48	1.04	0.93
0.81	0.9	0.59
1.28	0.95	1.7
2.28	1.28	2.22
1	1.2	1.82
2.71	1.06	1.68
1.04	1.01	0.89
1.54	0.98	0.66
2.47	0.84	1.3
1.14	0.9	0.63
1.76	1	2.37
0.45	1.09	1.02
4.01	1.47	2.8
0.5	0.69	0.9
2.11	1.08	2.08
1.12	1.16	1.99
1.61	1.01	3.54
1.86	1.19	1.84
0.24	1.03	0.85
1.6	1.2	1.98
3.34	1.22	4.25
3.22	0.98	1
1.95	1.71	0.83
1.28	1.07	2.23
1.6	0.73	1.31
1.52	0.97	1.56
0.93	0.72	0.53
1.4	0.84	0.96
1.29	0.77	1.65
2.92	0.92	1.4
0.44	1.24	0.56
2.22	1.42	2.9
2.05	0.94	2.28
1.57	0.91	1.49
1.25	0.81	0.96
1.32	1.14	1.48
2.12	1.01	0.94
1.09	1.19	3.39
1.74	1.02	1.79
1.81	0.94	1.36
0.79	1.07	0.93
1.58	1.09	1.43
1.6	1.25	2.73
1.58	1.13	5.7
1.08	0.96	1.69
2.32	1.12	4.45
1.25	1.06	1.44
1.56	0.89	1.61
0.8	1	0.5
4.05	1.1	2.88
1.33	0.78	1.12
1.27	0.79	1.81
1.37	0.89	1.2
1.32	1.18	1.78
1.35	1.3	1.23
1.12	0.86	1.38
0.95	0.86	1.02
1.1	0.9	0.69
0.9	0.84	0.78
1.2	1.05	3.84
1.49	1.05	1.37
0.63	1.04	1.48
1.53	0.91	1.6
1.71	1.16	1.88
0.85	0.8	0.63
1.05	0.75	2.65
2.07	1.04	2.89
0.94	0.83	1.17
2.28	1.68	19.33
1.72	1.11	1.43
0.64	0.92	0.54
1.31	0.85	1.36
1	0.85	2.75
1.07	0.93	1.55
1.17	0.77	1.81
0.39	0.94	0.85
1.32	0.75	0.68
11.12	1.47	8.65
2.01	0.77	3.16
1.97	0.76	2
1.68	0.95	2.11
2.12	0.76	1.59
0.93	0.8	1.8
1.53	1.07	0.96
1.26	1.02	2.38
1.08	1.13	1.66
3.53	0.83	1.22
2.45	0.99	0.88
0.27	0.97	0.68
2.01	1.08	1.63
0.97	0.9	1.09
1.31	1.07	3.65
1.27	1.08	1.16
0.68	0.94	1.25
1.85	1.03	1.42
0.4	0.64	0.83
2.09	1.98	2.27
1.34	1.07	1.22
1.99	1.21	1.59
2.87	0.99	0.99
0.95	0.82	0.93
5.86	1.28	1.66
2.68	1.15	2.16
1.86	0.8	1.16
1.71	1.42	2.28
0.69	0.99	0.2
2.4	1.21	4.93
0.98	1.23	1.67
0.92	0.79	0.78
2.2	1.06	2.07
1.76	0.9	1.86
2.85	1.14	1.93
1.03	1.08	1.25
1.91	0.82	1.46
1.22	0.91	1.15
2.47	1.05	1.73
0.85	0.82	2.76
0.72	0.71	1.01
1.34	0.9	1.38
1.96	1.13	1.61
1.36	0.97	1.81
3.38	0.94	4.84
0.76	0.83	1.21
1.14	1.82	3.41
0.93	1.11	1.06
1.03	1.03	1.31
1.64	1.01	1.52
1.7	1.08	1.54
0.88	0.95	1.72
1.09	0.79	0.65
1.91	1.09	1.34
0.71	1.02	1.48
1.73	0.92	1.05
0.36	0.92	0.77
1.35	0.97	2.25
1.49	1.05	1.89
1.09	0.96	1.43
0.87	1.33	1.73
0.98	1	2.04
1.63	0.7	1.38
1.33	0.85	1.02
1.44	1.15	1.47
0.87	1.06	1.33
0.73	0.97	2.36
1.52	1.01	2.24
0.19	0.91	0.65
2.73	0.98	3.05
1.77	0.96	2.07
1.24	1	1.64
1.18	0.95	0.71
1.23	1.22	1.3
1.12	1.03	1.03
0.12	1.18	0.55
1.86	1.24	2.36
1.17	1.28	1.87
1.93	1.22	1.55
0.42	0.99	1.26
1.46	0.91	1.28
2.25	1.19	2.03
1.25	0.8	1.11
1.25	1.07	0.98
0.14	0.75	0.19
2.39	1.01	1.55
1.1	0.83	0.77
1.52	1.13	2.39
1.76	1.08	1.09
0.93	1.13	1.85
1.59	1.18	2.51
0.78	0.89	0.64
0.3	0.78	10.82
3.8	1.05	1.78
1.77	0.81	3.8
2.35	1.02	1.87
0.59	0.98	0.67
0.98	0.83	0.46
2.65	0.94	1.65
0.79	0.78	1.08
1.92	1.18	1.56
1.14	0.95	1.15
0.78	0.87	0.77
2.52	1.12	3.02
1.4	1.01	2.12
1.43	0.9	2.45
1.51	0.94	2.44
0.75	1.1	1.47
0.84	0.79	0.74
0.36	1.04	0.9
1.52	0.84	0.94
3.2	1.19	2.34
0.65	1.02	1.01
0.87	0.96	0.65
0.74	0.98	1.14
1.04	0.86	0.82
0.72	0.84	0.86
0.71	1.03	1.11
1.46	0.77	1.07
1.72	1.03	1.51
0.76	0.95	0.64
1.1	1.04	0.73
0.93	0.64	0.6
1.1	0.87	0.95
2.81	0.85	1.42
3.43	1.05	1.16
1.18	0.78	0.82
1.13	1.26	1.56
1.84	1.01	3.69
0.81	0.86	0.94
0.69	0.98	0.51
2.01	1.07	2.38
1.54	1.28	2.24
4.27	1.18	3.36
2.04	1.03	1.9
2.69	1.38	3.35
2.14	0.92	1.02
1.74	1.05	0.66
3.1	1.46	2.35
1.32	1.46	1.71
2.16	1.02	2.35
0.67	0.78	0.44
2.86	1.3	1.73
1.19	0.76	1.13
0.59	0.86	0.64
1.09	1.13	0.71
0.83	0.84	0.87
1.43	1.44	0.39
1.56	1.1	1.59
0.85	0.97	2.26
1.11	0.85	0.37
1.68	0.89	1.52
0.65	0.94	1.54
1.69	0.85	0.76
1.4	0.68	1.23
0.12	0.78	1.19
1.14	0.96	1.45
1.18	0.86	1.42
0.73	0.86	0.76
0.96	0.83	1.1
1.38	0.93	1.2
1.28	1	1.43
0.89	1.05	0.99
0.77	0.93	1.68
1.78	0.87	0.93
1.84	0.92	3.62
1.14	0.85	0.86
0.51	0.99	1.39
1.6	1.13	1.98
1.56	1.11	1.06
5.69	1.1	1.66
0.86	0.76	1.2
1.17	1.13	1.02
1.43	0.72	3.03
1.21	1.2	0.95
0.38	0.91	0.77
0.88	0.87	1.54
1.26	0.98	1.15
1.25	0.68	1.32
0.99	1.01	1.53
1.35	1.06	1.32
1.61	1	1.85
1.52	1.29	1.43
1.56	1.54	3.75
2.05	0.89	0.98
1.13	0.91	1.87
1.16	1.02	1.1
3.53	1.46	1.26
1.76	0.99	1.8
0.93	0.8	0.61
1.49	1	2.08
2.68	1.2	2.03
2.34	1.26	1.2
1.73	0.81	0.96
1.24	0.79	1.18
0.84	0.94	0.88
0.65	0.78	0.64
0.78	0.97	1.3
1.02	0.95	0.6
0.18	0.9	0.84
1.24	1.03	0.86
1.76	0.87	0.91
1.69	0.77	1.14
2.07	1.02	2.42
1.34	0.98	1.54
0.56	1.06	1.47
1.71	1.04	1.88
0.51	1.11	0.68
0.92	1.23	1.01
1.88	1.23	1.31
1.93	1.08	1.3
1.24	1.02	1.83
0.73	0.78	13.13
1.92	1.04	1.79
1.66	1.04	1.91
1	0.94	2.33
1.14	0.76	0.74
0.76	0.76	0.26
1.65	1.2	1.52
0.63	1.14	2.65
1.42	1.25	2.2
1.6	1.04	1.97
1.01	0.89	10.01
1.26	1.31	0.68
1.48	0.92	1.48
0.89	0.88	1.32
0.87	0.99	0.9
1.72	0.99	1.56
1.34	1.32	4.62
0.8	0.91	0.62
0.55	0.89	0.59
0.08	0.72	1.01
2.28	1.13	3.4
1.46	0.98	1.39
0.26	0.95	0.57
0.63	0.96	1.18
1.48	0.89	2.38
1.59	1.2	0.82
2.33	1.38	2.8
1.21	0.94	0.91
1.01	0.92	1.06
1.17	1.06	0.82
1.07	1.06	1.97
1.07	0.77	1.26
1.66	1.39	2.15
0.92	0.9	1.31
1.43	0.93	0.75
0.93	0.95	0.8
0.91	0.83	2.23
1.21	1	3.53
1.91	1.19	2.08
0.61	0.84	0.54
1.35	0.74	1.53
0.58	0.87	2.47
0.54	1.09	1.24
0.52	0.88	2.21
1.45	1.1	0.69
0.75	1.03	0.66
1.5	0.86	3.44
1.65	1.18	1.38
1.27	0.94	1.06
1.96	1.32	2.66
0.5	1.06	1.36
1.11	0.84	1.45
0.71	1	0.59
1.38	0.87	1.4
1.91	1.07	7.57
0.98	1.15	1.3
1.18	0.85	1.39
1.67	1.06	1.4
1.23	0.88	3.26
0.95	0.87	0.96
1.68	1.21	0.93
0.11	1.06	0.73
0.67	0.82	0.58
1.57	1.09	4.37
0.9	1.13	1.12
2.17	1.21	2.18
1.24	1.29	1.28
3.44	1.15	0.9
0.64	0.9	0.51
0.45	0.89	2.23
1.41	1.11	1.68
1.09	1.01	1.32
0.75	0.85	0.64
1.42	0.87	1.17
2.82	1.48	2.18
3.15	0.95	2.44
2.24	1.11	1.73
1.15	0.96	0.82
1.4	0.96	3.83
1.5	0.99	1.36
1.5	1.12	1.26
1.06	0.75	0.78
1.17	1.23	0.83
1.48	1.01	2.67
1.52	0.98	1.75
1.06	0.91	0.95
0.56	0.51	0.16
1.02	0.95	1.73
1.64	1.06	0.97
3.07	1.39	4.77
0.87	1.01	1.81
1.82	1.1	1.33
0.94	0.91	1.19
1.11	1.1	1.62
1.67	0.86	1.38
1.61	1.1	2.73
0.42	1.11	1.13
1.57	1.18	3.46
1.26	1.46	5.12
2.25	1.11	1.63
0.66	0.65	0.83
1.44	1.01	1.04
0.6	0.65	0.56
1.16	0.79	0.71
0.72	1.22	2.1
0.3	1.13	1.15
1.26	1.07	1.16
1.62	1.13	1.85
0.32	0.83	10.53
0.81	0.74	0.77
1.81	1.11	1.64
1.38	0.74	1.55
0.64	0.93	1.03
1.14	0.89	1.21
2.88	1.07	1.51
0.87	0.99	0.75
0.98	0.84	0.97
1.38	1.21	1.65
2.03	1.04	1.52
0.35	1.01	0.93
1.47	0.99	1.74
1.35	1.03	1.07
1.3	0.79	1.89
1.16	0.94	0.72
1.41	0.85	2.27
0.74	1.02	1.3
2.3	1.33	1.9
1.87	0.83	1.28
1.74	1.09	1.63
1.79	1.12	1.35
1.9	1.09	2.29
1.04	0.83	1.15
0.87	0.7	2.6
3.56	0.99	1.41
0.94	0.9	1.17
1.3	0.73	1.42
3.26	0.93	1.23
1.24	1.03	1.3
1.23	1.04	0.94
2.02	0.82	1.48
8.73	1.51	6.41
1.24	1.39	2.66
0.23	1.17	0.91
4.67	1.01	1.67
0.7	1.07	1.31
1.27	1.25	1.47
1.11	1.02	1.79
0.81	1.02	0.69
1.19	0.75	1.75
1.37	0.96	0.64
0.66	0.8	0.82
1.06	1.08	0.95
1.22	0.83	0.64
1.87	1.02	2.01
0.77	0.74	1.11
1.45	0.84	1.63
1.26	1.01	1.93
0.73	0.71	0.94
0.59	0.84	15.13
1.43	1.09	1.98
1.64	0.93	1.57
2.11	0.97	0.99
0.83	0.98	1.03
3.37	1.54	3.39
0.58	0.7	0.47
1.47	1.3	1.48
0.38	0.9	0.58
0.66	0.71	0.91
0.75	0.97	2.6
1.95	1.8	2.46
1.51	1.1	1.17
0.54	1.04	1.42
1.27	0.91	2.54
0.33	0.99	0.73
1.67	0.96	1.7
1.25	0.98	0.82
2.12	0.92	2.8
0.62	0.83	0.77
0.25	0.97	1.08
1.88	0.72	1.44
1.49	0.89	0.92
2.31	1.55	1.44
2.65	0.98	1.16
1.02	0.78	0.85
2.73	1.21	0.88
0.89	0.84	1.59
0.42	1	0.37
1.34	0.98	1.08
1.19	1.18	0.75
1.1	1.17	1.38
1.87	0.96	1.59
2.99	1.39	1.07
1.93	1.15	0.8
1.07	0.78	0.86
1.66	0.84	3.69
1.11	0.9	1.83
2.68	1.03	3.14
1.28	0.85	1.92
0.9	0.84	0.99
1.45	1.32	1.42
1.24	0.78	1.93
1.23	1.26	1.6
0.42	0.98	0.54
3.34	1.2	1.59
1.24	1.32	1.59
0.6	0.92	2.64
1.37	0.93	0.98
0.75	0.8	1.63
0.88	0.87	1.29
2.32	0.91	1.57
1.96	1.02	4.46
0.96	1.01	2.29
1.4	1.09	1.08
0.79	1.18	1.13
1.51	1.19	1.59
1.1	1.15	0.55
0.63	0.87	0.28
1.78	0.88	1.53
1.42	0.93	0.97
0.66	0.88	1.32
1.19	1.14	2.14
1.37	1	2.71
1.46	0.9	1.86
1.87	1.07	1.41
1.77	0.97	1
0.66	0.72	0.58
1.65	0.9	1.25
2.17	1.02	1.64
0.55	0.79	0.74
1.5	0.89	0.71
1.12	0.94	1.84
0.31	0.53	0.12
2.8	1.47	2.65
1.66	1.2	2.23
0.22	1.14	1
0.42	0.89	0.82
2.13	1.19	3.38
0.97	1.12	0.94
1.46	1.04	1.76
0.41	0.87	6.07
1.51	1.12	1.48
1	1.13	1.15
0.35	1.15	2.17
1.59	0.8	1.6
1.53	0.86	1.77
1.44	1.11	2.15
1.33	1.05	1.8
1.67	1.41	1.71
1.78	0.81	1
0.77	0.58	0.97
1.1	1.38	0.98
0.9	0.81	2.47
0.56	0.96	1.66
0.95	0.9	1.93
1.38	1	1.51
0.88	0.9	1.78
1.28	1.19	1.69
1.2	1.05	1.32
1.2	0.68	0.54
2.76	1.11	5.23
1.18	1.01	3.67
0.24	0.9	0.26
1.02	0.91	1.28
2.12	0.99	4.6
1.25	1.07	1.36
1.73	0.89	1.75
0.88	1.01	0.58
2.81	0.92	0.68
3.76	1.22	1.76
1.49	0.84	2.01
0.78	0.9	1.43
1.29	0.79	0.76
1.38	1.04	1.12
0.88	0.82	0.54
1.36	1.09	0.96
1.33	1.08	1.59
0.36	1.43	1.15
0.9	0.65	1.85
6.38	0.99	1.06
2.01	0.99	2.89
1.16	0.98	0.84
1.85	1.33	1.24
0.78	0.55	0.65
1.1	0.79	1.58
1.55	1.11	4.12
1.51	0.99	0.63
1.95	0.9	1.74
1.25	0.99	2.76
1.27	0.98	1.09
1.91	0.93	1.42
0.59	0.97	0.22
1.22	0.83	0.95
1.35	0.95	0.85
1.09	0.94	0.96
0.92	0.85	1.09
0.75	0.93	1.3
0.76	0.99	1.1
1.04	1.12	1.48
1.05	1.23	0.86
0.28	1.09	1.14
1.46	1.17	0.98
1	0.78	0.71
0.82	0.91	1.04
1.8	0.94	1.54
1.09	0.93	0.87
2.18	1.11	1.49
1.2	0.93	1.13
13.11	1.61	17.69
1.23	1.16	4.96
1.48	1.01	3.16
1.92	0.8	1.76
1.51	1.12	2.27
1.08	1.01	0.89
1.79	1.05	1.61
0.9	0.74	0.79
1.96	1.23	1.15
1.7	0.74	0.81
0.87	1.18	0.51
1.15	0.94	0.79
2.07	1.05	2.02
3.52	1.32	3.07
0.74	1.02	0.76
1.73	1.24	1.3
1.6	0.96	1.32
0.98	0.78	0.74
1.85	1.17	0.66
0.5	0.95	1.44
1.72	1.22	1.46
3.28	1.17	3.41
0.91	0.94	0.96
0.55	0.81	0.25
2.08	1.33	2.04
2.49	0.95	1.24
1.56	0.98	0.91
0.46	0.76	8.91
0.59	1.04	0.75
0.87	0.87	6.67
2.11	0.72	1.18
0.83	0.83	1.07
0.95	1.05	3.34
1.12	0.95	0.63
0.56	1.08	3.65
0.94	1.17	1.14
1.26	1.03	1.19
1.36	0.98	0.86
2.28	1.09	1.23
0.89	1.02	1.05
2.55	1.13	1.93
0.78	0.89	0.55
0.99	0.89	1.33
1.34	1.05	1.72
0.04	1.07	0.9
1.11	1	1.15
1.46	1.01	2.01
2.05	1.45	1.54
0.71	0.92	0.94
0.43	0.83	0.36
1.29	1.04	3.1
0.68	1.02	1.7
1.04	0.73	0.95
1.58	1.04	2.86
2.3	1.27	3.93
1.38	0.9	2.51
0.89	0.85	0.94
1.69	1.08	1.25
2.11	1.36	3.11
1.61	1.33	1.95
1.45	1.23	1.12
0.56	1.01	0.53
1.3	0.94	1.35
1.64	1.04	1.75
2.15	1.24	1.86
0.74	0.7	0.41
0.9	0.78	2.22
1.2	0.9	1.25
0.99	0.98	1.41
2.65	0.92	1.64
0.79	0.73	0.56
0.79	0.89	1.1
0.73	0.93	0.37
1.46	1.29	1.42
2.22	1.05	1.05
2.87	0.98	1.84
0.8	0.94	0.86
0.4	0.79	10.34
2.27	1.11	1.4
2.88	1.02	2.97
0.86	1.26	1.27
1.14	0.83	1.02
1.57	1.2	1.57
0.21	1.05	0.73
1.4	1.02	1.5
2.19	1	2.39
1.57	0.78	1.14
1.44	1.3	1.51
0.93	0.92	0.99
1.76	1.34	1.65
1.55	1.29	1.81
1.8	1.52	2.31
2.44	1.19	2.6
0.85	0.9	0.39
2.54	1.11	2.72
0.37	0.58	0.54
0.61	1.06	2.76
0.52	0.59	1.09
0.78	0.98	1.02
1.36	0.81	0.84
0.83	0.79	0.47
0.86	0.82	0.45
0.84	0.99	1.22
0.92	0.93	8.03
0.21	0.99	2.13
0.29	0.52	0.03
1.1	0.96	1.28
2.36	1.06	1.48
1.28	1	0.73
1.32	0.86	2.76
2.69	1.09	1.52
1.95	0.98	2.21
1.28	1.02	1.95
0.89	0.75	2.94
0.78	0.89	0.97
2.91	1.03	1.41
1.33	1.11	0.88
1.43	1.1	1.25
1.15	0.82	1.24
2.07	1	1.99
2.2	1.06	1.47
1.01	1.03	0.93
1.95	1.33	1.41
1.02	0.98	0.93
0.73	1.04	1.4
1.17	0.77	1.13
0.94	1.02	1.44
1.85	1.1	1.73
1.27	1.05	2.54
1.73	1.01	2.1
1.46	0.9	1.98
0.79	1.01	1.9
1.71	1.07	4.95
1.1	0.9	1.41
1.25	0.97	0.8
0.91	0.86	2.38
1.62	0.94	1.16
1.27	1.08	7.25
1.78	1.01	1.15
1.46	0.79	0.65
1.53	0.85	1.03
0.79	0.8	0.63
1.03	0.86	2.85
0.24	1.13	3.01
1.16	0.9	0.69
1	0.9	1.35
0.75	1.13	1.61
0.71	0.89	1.05
1.73	1.11	1.86
0.79	1	0.97
2.31	0.94	1.45
1.03	0.87	1.16
1.18	0.93	1.36
0.62	0.67	0.54
2.38	1.1	2.54
0.79	1.13	0.71
2.43	1.09	2.74
1.97	1.23	1.68
1.39	1.02	2.07
1.2	1.09	1.66
1.08	0.95	1.04
0.9	0.86	1.6
0.68	0.81	0.69
1.19	0.84	0.75
1.13	0.49	0.46
2.05	0.92	3.74
1.67	0.82	1.94
0.96	0.85	0.48
1.79	0.86	1.71
1.91	1.13	1.14
1.45	1.14	1.62
1.78	0.94	2.44
2.55	1.01	1.47
0.86	1.01	0.67
1.33	0.8	1.03
2.71	1.19	2.88
1.46	0.87	1.6
1.17	1.13	1.76
1.54	0.69	2.21
1.25	0.93	1.02
1	0.84	0.76
1.36	0.99	1.31
0.84	1.08	1.37
0.43	0.71	0.3
1.86	0.92	1.55
1.67	0.97	1.2
0.99	0.68	0.96
0.95	0.94	1.43
1.73	1.25	1.2
1.85	1.04	1.19
1.4	1.07	2.23
1.83	1.31	1.88
1.01	0.64	0.57
0.36	0.75	1.78
1.3	1.31	1.28
1.58	1.01	2.33
1.73	0.88	0.48
1.57	1.21	2.71
1.44	1.14	0.92
1.32	1.01	0.79
0.98	1.02	0.66
1.07	0.86	2.3
1.43	0.92	1.35
1.87	1.08	2.35
1.62	0.97	0.88
1.46	1.02	1.29
1.21	1.12	1.25
1.68	1.24	1.02
1.63	1.03	1.14
1.61	0.98	1.56
1.22	1.1	0.89
1.2	0.84	1.11
0.87	0.86	0.66
1.2	0.96	0.77
0.45	0.71	0.45
1.06	0.87	0.98
1.31	0.87	1.57
0.84	1.03	1.05
1.13	0.8	1.02
1	1.02	0.81
2.47	1.19	2.27
1.67	0.86	1.09
0.83	0.92	0.73
0.61	1.1	0.84
1.63	1.1	1.81
0.59	0.84	2.23
1.07	0.92	1.12
2.23	0.89	2
1.17	0.9	1.83
3.25	1.1	2.17
1.17	0.96	0.7
2.5	1.22	3.72
0.69	0.86	0.46
0.17	0.94	0.6
1.23	0.89	1.14
1.64	1.08	2.29
1.81	1.15	1.26
1.97	1.13	1.32
1.94	0.94	1.33
0.88	0.9	1.33
1.11	0.86	1.42
0.41	1.03	1.9
0.82	0.85	0.64
1.05	0.81	1.16
0.75	0.94	1.4
1.54	1.18	1.95
0.58	1.05	18.94
1.24	0.96	1.11
1.49	1.46	0.67
0.7	1	0.99
1.26	0.83	1.47
3.71	1.18	5.14
0.25	0.92	0.76
1.18	1.16	2.09
0.54	1.1	0.21
1.04	0.92	1.28
0.71	0.93	0.89
2.1	0.99	2.04
1.08	0.74	1.37
1.89	1.09	2.69
0.38	0.99	0.37
1.49	1.26	1.49
0.91	0.85	0.68
1.72	0.99	1.19
1.83	0.93	0.97
0.64	0.79	1.09
0.92	0.92	1.82
1.57	0.8	1.14
3.59	1.48	9.29
1.73	1.33	1.76
1.76	1.25	1.91
0.39	0.66	0.7
0.63	0.82	1.89
1.13	1.04	1.9
1.31	1.41	1.35
1.96	1.43	1.56
0.76	0.93	2.7
0.66	0.78	0.77
1.75	1.06	1.18
1.62	1.18	10.81
0.99	0.74	1.07
3.2	1.24	1.08
1.31	0.9	1.48
1.4	0.98	1.76
0.92	0.79	1.86
0.98	0.97	0.74
0.11	0.73	0.26
2.13	1.26	0.83
1.29	0.93	1.51
1.4	0.77	1.13
1.3	1.19	1.36
0.64	0.86	0.35
0.8	0.96	0.81
2.25	0.94	1.69
1.26	0.94	5.06
1.7	1.17	1.47
0.65	1.01	0.89
1.63	1.02	1.12
1.35	1.02	1.72
1.5	1.08	1.33
1.41	1.09	2.4
1.81	1.08	1.38
0.93	0.84	2.04
1.51	1.04	1.97
1.73	1.1	1.83
2.04	1.07	1.85
1.31	0.96	1.78
0.5	0.73	0.3
2.41	1.16	2.15
1.62	0.91	1.47
0.61	1.02	0.9
1.26	0.87	2.58
1.95	1.18	0.99
0.94	1.05	4.13
0.78	0.99	0.89
0.45	1.54	1.79
1.75	1.16	1.85
0.62	0.99	1.31
1.02	1.48	12.8
2.86	1.37	4.86
0.59	0.94	1.73
0.7	0.84	1.39
1.74	1.01	1.66
0.88	0.76	0.73
1.06	1.06	0.65
1.05	0.91	1.19
0.97	1.06	1.34
0.67	0.83	0.4
1.81	1	1.26
0.77	1.02	0.64
1.32	1.14	3.9
1.53	0.77	1.58
0.43	1.01	3.05
1.36	1.02	0.91
1.38	1.17	2.07
1.18	0.88	1.53
0.46	0.42	0.18
1.13	1.23	0.65
1.04	1.01	0.59
1.62	1.16	1.9
0.76	0.83	1.24
0.8	1.41	1.31
3.35	1.07	1.86
1.43	0.88	1.26
1.62	1.05	1.87
0.81	0.81	1.01
1.37	0.98	1.79
1.31	0.91	1.63
1.35	1.06	1.64
0.76	0.89	0.59
3.05	2.25	0.97
1.39	1.04	1.62
0.8	1.29	1.06
0.29	0.98	1.64
0.6	0.99	1.82
1.38	1.17	1.72
2.4	1.06	1.58
0.55	0.74	0.33
1.48	1.14	1.37
1.35	1.56	2.13
2.15	1.09	0.72
0.69	1.13	0.61
0.83	0.9	1.64
0.99	1.15	1.96
1.2	0.68	1.4
1.07	0.89	1.15
2.19	0.91	0.87
0.32	0.65	0.14
1.07	1.16	1.56
0.97	0.77	1.53
1.99	1.14	2.12
2.3	1.53	1.52
1.28	1.35	0.72
1.62	1.07	1.19
1.02	0.88	0.89
0.88	1.06	0.46
0.65	0.89	1.64
1.89	0.93	1.81
0.61	1.08	0.85
1.41	0.97	1.06
1.22	0.84	1.24
1.88	1.06	1.39
0.58	0.97	4.68
0.99	1.01	0.81
2.23	1.21	3.99
1.46	1.5	1.9
1.1	1.21	0.53
1.28	0.97	0.81
1.92	1.03	1.34
0.92	1.02	1.98
1.43	1.14	1.16
1.5	1.22	2.39
0.31	0.82	1.21
1.3	1.11	1
1.02	0.98	1.49
0.96	1.08	1
1.47	0.99	1.43
0.58	0.87	0.97
1.11	0.83	1.07
0.93	0.98	0.68
1.2	1.23	1.42
1.27	0.72	2.11
1.78	1.13	2.39
0.45	0.71	0.44
0.12	0.93	0.55
2.77	0.97	2.24
0.85	1.31	1.56
2.19	0.93	1.93
0.82	0.93	0.63
1.97	0.94	0.53
0.69	0.82	0.6
1.04	1.12	1.15
1.82	0.74	12.79
1.91	1.52	1.75
0.87	0.84	2.55
1.78	0.84	1.33
1.41	0.97	1.44
0.89	0.99	0.72
1.25	1.04	0.77
1.72	1.38	1.74
0.35	0.98	0.72
0.99	0.87	0.99
1.24	0.92	0.71
0.57	0.69	1.09
1.47	0.76	2.25
1.2	1.12	1.51
0.53	0.88	0.78
0.85	0.83	1.14
0.85	0.8	0.57
1.9	1.14	0.89
1.84	1.04	1
0.54	1.07	0.96
0.8	0.9	2.55
0.17	0.73	0.4
0.47	0.64	16.14
1.31	1.05	0.95
3.14	1.27	5.35
1.75	0.97	0.84
1.48	0.94	3.98
1.57	1.11	1.19
1.87	0.98	2.18
0.6	1.05	0.55
